rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,-0.071,4,3,STL,LAD,1,4,5,5,2290.50,24400,97.24,5.344,49600,0,LAD@STL,STL,4,LAD,1
2,-0.098,5,2,STL,LAD,0,5,5,5,2630.76,25700,97.64,3.338,49900,0,LAD@STL,STL,5,,0
3,-0.264,4,4,ARI,CHC,0,3,3,5,2395.83,24200,104.68,10.435,50000,0,ARI@CHC,ARI,4,,0
4,-0.392,4,2,STL,LAD,0,4,4,4,1922.52,22100,102.59,7.070,49700,0,LAD@STL,STL,4,,0
5,-0.395,5,2,STL,LAD,0,4,4,5,2321.75,24400,95.86,3.722,49500,0,LAD@STL,STL,5,,0
6,-0.412,5,2,STL,LAD,0,5,5,5,2469.09,24200,101.04,5.541,49600,0,LAD@STL,STL,5,,0
7,-0.413,4,3,STL,LAD,0,4,4,4,2515.95,24500,99.32,4.165,50000,0,LAD@STL,STL,4,,0
8,-0.413,4,3,STL,LAD,0,4,4,4,2602.00,24700,98.25,4.584,49400,0,LAD@STL,STL,4,,0
9,-0.429,4,3,STL,LAD,0,5,5,4,2297.91,24400,97.22,4.689,49400,0,LAD@STL,STL,4,,0
10,-0.442,4,4,ARI,CHC,0,3,3,5,2344.27,24200,101.97,9.460,49800,0,ARI@CHC,ARI,4,,0
11,-0.449,5,2,MIL,WSH,0,4,5,5,2443.28,24500,102.58,11.694,49800,0,MIL@WSH,MIL,5,,0
12,-0.462,4,3,STL,LAD,1,4,5,5,1984.44,23000,101.65,7.979,50000,0,LAD@STL,STL,4,LAD,1
13,-0.480,4,4,STL,LAD,0,3,3,5,2542.05,24700,101.01,4.716,50000,0,LAD@STL,STL,4,,0
14,-0.501,4,2,CHC,ARI,1,4,5,5,1841.22,22100,106.45,14.830,49700,0,ARI@CHC,CHC,4,ARI,1
15,-0.524,4,3,STL,LAD,0,5,5,4,2119.06,22900,100.87,7.725,49600,0,LAD@STL,STL,4,,0
16,-0.553,4,2,CIN,PIT,0,5,5,4,2581.49,25600,100.69,3.787,49700,0,CIN@PIT,CIN,4,,0
17,-0.589,4,2,ARI,CHC,0,5,5,4,2578.55,25600,103.91,10.466,49900,0,ARI@CHC,ARI,4,,0
18,-0.599,4,1,CHC,ARI,1,5,6,5,1871.36,22700,104.16,10.856,50000,0,ARI@CHC,CHC,4,ARI,1
19,-0.614,5,2,ARI,CHC,0,4,4,5,2505.59,25600,101.17,11.729,50000,0,ARI@CHC,ARI,5,,0
20,-0.627,4,2,STL,LAD,0,4,4,4,2325.51,23700,98.75,5.185,50000,0,LAD@STL,STL,4,,0
21,-0.642,5,2,ARI,CHC,0,4,4,5,2535.37,24700,102.11,10.440,49700,0,ARI@CHC,ARI,5,,0
22,-0.645,4,4,STL,LAD,0,3,3,5,2371.92,23900,102.20,5.909,50000,0,LAD@STL,STL,4,,0
23,-0.701,4,4,STL,LAD,0,4,4,4,2106.21,22900,102.22,8.094,49700,0,LAD@STL,STL,4,,0
24,-0.710,4,2,CHC,ARI,1,5,6,5,2401.67,25100,102.33,8.634,50000,0,ARI@CHC,CHC,4,ARI,1
25,-0.725,5,1,LAD,STL,0,5,5,5,2423.41,25100,102.08,9.023,49900,0,LAD@STL,LAD,5,,0
26,-0.729,4,4,SF,TB,0,4,4,4,2431.05,24100,100.82,6.127,50000,0,SF@TB,SF,4,,0
27,-0.732,5,3,STL,LAD,0,3,3,5,2403.41,23900,101.02,4.685,49600,0,LAD@STL,STL,5,,0
28,-0.733,4,2,MIL,WSH,1,5,6,5,2328.18,24400,99.39,3.298,49400,0,MIL@WSH,MIL,4,WSH,1
29,-0.747,4,2,ARI,CHC,1,4,6,5,2364.40,24000,101.12,7.435,49600,0,ARI@CHC,ARI,4,CHC,1
30,-0.772,4,2,TB,SF,1,5,6,5,2539.70,25000,99.85,5.162,49700,0,SF@TB,TB,4,SF,1
31,-0.792,4,2,ARI,CHC,0,5,5,4,2151.77,23200,98.37,7.973,49700,0,ARI@CHC,ARI,4,,0
32,-0.792,5,1,BOS,HOU,0,4,4,5,2639.79,25600,103.10,8.349,49500,0,BOS@HOU,BOS,5,,0
33,-0.794,4,2,BOS,HOU,1,4,5,5,2461.22,23900,101.70,6.837,49800,0,BOS@HOU,BOS,4,HOU,1
34,-0.811,4,3,STL,LAD,0,5,5,4,2531.90,24900,96.86,2.808,49500,0,LAD@STL,STL,4,,0
35,-0.862,4,2,CHC,ARI,1,5,6,5,2260.73,23400,104.31,13.854,49900,0,ARI@CHC,CHC,4,ARI,1
36,-0.875,5,2,MIL,WSH,0,4,4,5,2398.25,24200,100.11,9.754,49800,0,MIL@WSH,MIL,5,,0
37,-0.876,4,2,STL,LAD,1,4,5,5,2314.74,24500,98.39,5.128,50000,0,LAD@STL,STL,4,LAD,1
38,-0.879,4,2,STL,LAD,0,5,5,4,2394.99,24400,96.98,3.217,50000,0,LAD@STL,STL,4,,0
39,-0.883,4,4,SF,TB,0,3,3,5,2489.90,24700,100.99,4.950,49800,0,SF@TB,SF,4,,0
40,-0.885,5,1,STL,LAD,0,6,6,5,2322.26,23700,96.14,2.729,49900,0,LAD@STL,STL,5,,0
41,-0.885,4,2,SF,TB,0,5,5,4,2342.84,24200,100.56,5.044,49900,0,SF@TB,SF,4,,0
42,-0.892,4,3,TB,SF,1,4,5,5,2467.41,24700,98.79,6.134,49700,0,SF@TB,TB,4,SF,1
43,-0.904,5,2,STL,LAD,0,5,5,5,2165.27,23000,99.61,3.679,49400,0,LAD@STL,STL,5,,0
44,-0.909,5,3,ARI,CHC,0,3,3,5,2357.20,24200,99.96,9.841,49400,0,ARI@CHC,ARI,5,,0
45,-0.911,4,2,STL,LAD,1,4,6,5,2664.21,26000,97.70,3.652,50000,0,LAD@STL,STL,4,LAD,1
46,-0.914,5,2,STL,LAD,0,5,5,5,2453.08,24200,98.52,3.954,49800,0,LAD@STL,STL,5,,0
47,-0.920,4,2,PHI,MIA,0,3,4,5,2337.52,24200,102.27,8.966,50000,0,ARI@CHC,ARI,2,CHC,2
48,-0.927,5,2,ARI,CHC,0,4,4,5,1945.28,22100,102.20,11.020,49700,0,ARI@CHC,ARI,5,,0
49,-0.929,4,3,CHC,ARI,1,3,4,5,1891.98,22100,108.10,13.111,49800,0,ARI@CHC,CHC,4,ARI,1
50,-0.929,5,2,MIL,WSH,0,5,5,5,2261.33,24400,100.54,11.074,49800,0,MIL@WSH,MIL,5,,0
51,-0.937,5,3,MIL,WSH,0,3,3,5,2565.15,24900,100.84,4.553,50000,0,MIL@WSH,MIL,5,,0
52,-0.969,5,2,STL,LAD,0,5,5,5,2029.90,22600,96.08,3.216,49500,0,LAD@STL,STL,5,,0
53,-0.972,4,2,CHC,ARI,1,4,5,5,2421.98,24500,105.82,10.332,50000,0,ARI@CHC,CHC,4,ARI,1
54,-0.977,4,2,LAD,STL,0,4,4,4,2460.89,25100,102.00,7.585,50000,0,LAD@STL,LAD,4,,0
55,-0.997,5,2,STL,LAD,0,4,4,5,1972.94,22100,97.71,3.391,49500,0,LAD@STL,STL,5,,0
56,-0.998,4,3,CHC,ARI,0,4,4,4,2405.02,24200,104.68,10.395,49700,0,ARI@CHC,CHC,4,,0
57,-1.000,4,2,PIT,CIN,1,5,6,5,2334.95,24400,93.42,0.993,50000,0,CIN@PIT,PIT,4,CIN,1
58,-1.009,5,2,LAD,STL,0,4,5,5,2502.18,24600,97.64,9.415,49900,0,LAD@STL,LAD,5,,0
59,-1.016,5,3,STL,LAD,0,4,4,5,2302.95,24000,95.12,4.431,49800,0,LAD@STL,STL,5,,0
60,-1.023,4,3,LAD,STL,0,4,4,4,2391.76,24200,98.23,8.612,49500,0,LAD@STL,LAD,4,,0
61,-1.027,4,4,BOS,HOU,0,3,3,5,2657.54,25900,98.83,7.251,49500,0,BOS@HOU,BOS,4,,0
62,-1.032,5,3,MIL,WSH,0,3,3,5,2461.71,24900,100.47,4.792,50000,0,MIL@WSH,MIL,5,,0
63,-1.039,4,2,SF,TB,0,4,5,4,2387.47,23900,103.19,6.405,50000,0,SF@TB,SF,4,,0
64,-1.041,4,2,MIL,WSH,0,5,6,4,2099.07,23000,100.59,10.882,49700,0,MIL@WSH,MIL,4,,0
65,-1.042,4,2,SF,TB,0,6,6,4,2571.85,25600,102.87,5.854,49600,0,SF@TB,SF,4,,0
66,-1.055,4,2,BAL,NYY,1,4,5,5,2323.27,24200,95.83,2.100,49800,0,BAL@NYY,BAL,4,NYY,1
67,-1.055,5,2,CHC,ARI,0,4,4,5,2490.86,24700,105.00,11.825,49400,0,ARI@CHC,CHC,5,,0
68,-1.059,4,1,SF,TB,1,5,6,5,2375.90,23800,100.29,4.746,49900,0,SF@TB,SF,4,TB,1
69,-1.061,5,2,TB,SF,0,4,5,5,2416.69,24000,98.68,6.380,49600,0,SF@TB,TB,5,,0
70,-1.067,5,3,STL,LAD,0,3,3,5,2538.92,24400,100.10,4.229,49700,0,LAD@STL,STL,5,,0
71,-1.075,5,2,BAL,NYY,0,5,5,5,2407.09,25100,97.80,2.087,49700,0,BAL@NYY,BAL,5,,0
72,-1.085,4,2,MIL,WSH,0,6,6,4,1990.70,23300,101.14,9.822,49900,0,MIL@WSH,MIL,4,,0
73,-1.087,4,2,CHC,ARI,1,5,6,5,2407.07,24300,100.88,4.946,50000,0,ARI@CHC,CHC,4,ARI,1
74,-1.092,4,3,CHC,ARI,0,5,5,4,2476.21,24400,102.69,8.441,49800,0,ARI@CHC,CHC,4,,0
75,-1.093,5,1,BOS,HOU,0,5,5,5,2536.53,25300,101.87,6.520,50000,0,BOS@HOU,BOS,5,,0
