rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,1.176,4,3,COL,SD,1,4,5,5,2309.65,23800,108.71,14.117,49500,0,COL@SD,COL,4,SD,1
2,1.114,4,4,WSH,ATL,0,4,4,4,2515.95,24600,102.88,9.055,49000,0,ATL@WSH,WSH,4,,0
3,1.037,4,3,WSH,ATL,0,4,4,4,2626.42,25500,101.25,8.703,49700,0,ATL@WSH,WSH,4,,0
4,1.005,4,4,CHC,PHI,0,4,4,4,2380.95,24000,102.74,9.462,49900,0,CHC@PHI,CHC,4,,0
5,0.957,4,3,SD,COL,0,5,5,4,2275.61,23600,108.61,14.932,49600,0,COL@SD,SD,4,,0
6,0.932,4,4,CHC,PHI,0,4,4,4,2288.14,23300,102.43,9.462,49200,0,CHC@PHI,CHC,4,,0
7,0.922,4,2,PHI,CHC,1,5,6,5,2461.63,24500,110.14,14.921,49800,0,CHC@PHI,PHI,4,CHC,1
8,0.809,4,3,SD,COL,0,5,5,4,2303.06,23600,107.86,13.845,49300,0,COL@SD,SD,4,,0
9,0.790,4,2,COL,SD,1,5,6,5,2469.03,24400,103.98,10.545,49700,0,COL@SD,COL,4,SD,1
10,0.779,4,4,SD,COL,0,4,4,4,2431.13,24000,109.86,15.070,49600,0,COL@SD,SD,4,,0
11,0.779,4,2,PHI,CHC,0,4,5,4,2484.53,24500,110.54,13.342,49900,0,COL@SD,COL,2,SD,2
12,0.779,4,4,SD,COL,0,4,4,4,2426.93,23800,109.08,15.714,49000,0,COL@SD,SD,4,,0
13,0.694,4,4,ATL,WSH,0,4,4,4,2371.50,23900,111.05,16.074,50000,0,ATL@WSH,ATL,4,,0
14,0.653,4,4,CHC,PHI,0,4,4,4,2196.36,23800,104.17,10.368,50000,0,CHC@PHI,CHC,4,,0
15,0.648,5,3,COL,SD,0,4,4,5,2291.20,23600,105.90,13.949,49200,0,COL@SD,COL,5,,0
16,0.648,5,3,COL,SD,0,4,4,5,2293.67,23600,104.13,13.318,49100,0,COL@SD,COL,5,,0
17,0.621,5,3,SD,COL,0,4,4,5,2290.00,23600,107.59,15.402,49300,0,COL@SD,SD,5,,0
18,0.611,4,2,WSH,ATL,0,5,6,4,1859.46,22300,103.32,11.278,49800,0,ATL@WSH,WSH,4,,0
19,0.607,4,3,COL,SD,1,4,5,5,2473.08,24000,103.88,10.883,48300,0,COL@SD,COL,4,SD,1
20,0.591,4,2,PHI,CHC,1,4,6,5,2368.12,23700,109.94,12.940,48000,0,CHC@PHI,PHI,4,CHC,1
21,0.576,4,4,WSH,ATL,0,4,4,4,2536.14,24400,104.47,9.465,49000,0,ATL@WSH,WSH,4,,0
22,0.573,4,2,CHC,PHI,0,5,6,4,2407.41,24000,103.54,10.421,48800,0,CHC@PHI,CHC,4,,0
23,0.549,4,4,WSH,ATL,0,4,4,4,2449.67,24400,104.32,8.941,49900,0,ATL@WSH,WSH,4,,0
24,0.524,5,3,CHC,PHI,0,4,4,5,2323.45,23800,101.13,8.505,48400,0,CHC@PHI,CHC,5,,0
25,0.514,4,4,WSH,ATL,0,4,4,4,2336.75,23700,102.17,12.320,49600,0,ATL@WSH,WSH,4,,0
26,0.510,4,3,COL,SD,0,5,5,4,2455.22,24200,101.31,10.234,48300,0,COL@SD,COL,4,,0
27,0.499,4,2,CHC,PHI,0,5,6,4,2413.79,24000,103.16,9.957,48600,0,CHC@PHI,CHC,4,,0
28,0.495,4,1,CHC,PHI,1,5,6,5,2204.56,23700,101.26,7.714,49700,0,CHC@PHI,CHC,4,PHI,1
29,0.495,4,1,CHC,PHI,1,5,6,5,2299.48,23700,101.41,8.166,48800,0,CHC@PHI,CHC,4,PHI,1
30,0.474,5,3,SD,COL,0,4,4,5,2316.89,23600,106.84,14.281,49000,0,COL@SD,SD,5,,0
31,0.466,5,2,ARI,CWS,0,5,5,5,2513.48,24500,103.73,3.178,49200,0,ARI@CWS,ARI,5,,0
32,0.463,4,4,WSH,ATL,0,4,4,4,2243.30,23700,105.04,8.388,49600,0,ATL@WSH,WSH,4,,0
33,0.460,5,3,ATL,WSH,0,4,4,5,2378.84,24300,105.15,12.910,49900,0,ATL@WSH,ATL,5,,0
34,0.460,4,4,SD,COL,0,4,4,4,2464.47,24000,107.87,16.786,48200,0,COL@SD,SD,4,,0
35,0.459,4,3,PHI,CHC,0,4,5,4,2577.62,24700,104.96,11.519,48700,0,ATL@WSH,WSH,3,ATL,1
36,0.425,4,4,ATL,WSH,0,4,4,4,1837.82,21800,107.68,15.817,48800,0,ATL@WSH,ATL,4,,0
37,0.409,4,1,PHI,CHC,1,5,7,5,2517.56,24000,106.82,9.747,48700,0,CHC@PHI,PHI,4,CHC,1
38,0.408,4,2,CHC,PHI,0,5,6,4,2415.78,24000,102.68,9.545,49000,0,CHC@PHI,CHC,4,,0
39,0.389,4,2,ATL,WSH,1,4,6,5,1736.35,21800,104.98,13.623,49100,0,ATL@WSH,ATL,4,WSH,1
40,0.368,5,1,WSH,ATL,0,6,6,5,2482.26,24500,101.56,7.527,49800,0,ATL@WSH,WSH,5,,0
41,0.365,4,4,CWS,ARI,0,4,4,4,2531.88,24600,105.45,4.939,48600,0,ARI@CWS,CWS,4,,0
42,0.362,4,4,WSH,ATL,0,4,4,4,2481.23,24600,101.26,7.754,48500,0,ATL@WSH,WSH,4,,0
43,0.361,4,4,ARI,CWS,0,4,4,4,2622.77,24600,105.28,3.568,48900,0,ARI@CWS,ARI,4,,0
44,0.358,5,3,ATL,WSH,0,4,4,5,2200.93,22700,104.98,12.940,48700,0,ATL@WSH,ATL,5,,0
45,0.356,5,1,PHI,CHC,0,5,5,5,2443.79,24500,109.74,12.266,49700,0,CHC@PHI,PHI,5,,0
46,0.324,5,3,CHC,PHI,0,4,4,5,2269.91,23300,100.36,8.430,49500,0,CHC@PHI,CHC,5,,0
47,0.316,5,2,PHI,CHC,0,5,5,5,2472.17,24500,109.45,14.652,48800,0,CHC@PHI,PHI,5,,0
48,0.294,5,2,WSH,ATL,0,4,4,5,2629.37,25500,101.11,8.277,49800,0,ATL@WSH,WSH,5,,0
49,0.287,5,2,COL,SD,0,5,5,5,2296.00,23000,103.22,12.993,49200,0,COL@SD,COL,5,,0
50,0.282,4,2,CWS,ARI,1,4,6,5,2512.29,24500,100.98,2.525,49800,0,ARI@CWS,CWS,4,ARI,1
51,0.270,4,3,CWS,ARI,1,4,5,5,2540.87,24300,103.29,2.654,48000,0,ARI@CWS,CWS,4,ARI,1
52,0.262,4,4,COL,SD,0,3,3,5,2489.68,24900,100.57,11.070,49500,0,COL@SD,COL,4,,0
53,0.250,5,2,WSH,ATL,0,4,5,5,2533.16,24500,101.01,9.928,48900,0,ATL@WSH,WSH,5,,0
54,0.220,5,2,CHC,PHI,0,4,4,5,1911.05,22000,100.22,8.008,49300,0,CHC@PHI,CHC,5,,0
55,0.219,5,2,PHI,CHC,0,4,4,5,2225.33,23300,110.60,13.080,49700,0,CHC@PHI,PHI,5,,0
56,0.218,5,1,CHC,PHI,0,5,6,5,2396.02,24500,102.48,8.908,49100,0,CHC@PHI,CHC,5,,0
57,0.213,5,3,SD,COL,0,4,4,5,2506.17,24500,109.52,17.544,48900,0,COL@SD,SD,5,,0
58,0.212,5,3,PHI,CHC,0,4,4,5,2360.28,23800,110.61,15.071,48900,0,CHC@PHI,PHI,5,,0
59,0.204,4,2,COL,SD,1,5,6,5,2246.80,23200,100.66,12.002,48700,0,COL@SD,COL,4,SD,1
60,0.197,4,2,COL,SD,0,5,6,4,2223.98,23200,99.78,9.142,49300,0,COL@SD,COL,4,,0
61,0.187,5,2,CHC,PHI,0,5,5,5,2520.89,24800,101.32,5.148,48900,0,CHC@PHI,CHC,5,,0
62,0.187,4,3,ARI,CWS,0,5,5,4,2555.95,24600,101.70,3.035,48100,0,ARI@CWS,ARI,4,,0
63,0.185,4,1,WSH,ATL,1,5,7,5,2457.23,24800,101.92,9.500,50000,0,ATL@WSH,WSH,4,ATL,1
64,0.182,4,4,SD,COL,0,4,4,4,2476.61,24500,107.25,15.114,48800,0,COL@SD,SD,4,,0
65,0.173,4,3,SD,COL,0,4,5,4,2477.90,24100,104.05,13.520,49000,0,CHC@PHI,CHC,3,PHI,1
66,0.170,4,1,WSH,ATL,1,5,7,5,2321.21,23800,101.83,9.500,49000,0,ATL@WSH,WSH,4,ATL,1
67,0.169,4,2,PHI,CHC,1,5,6,5,2340.96,23400,106.54,12.556,48700,0,CHC@PHI,PHI,4,CHC,1
68,0.158,4,3,PHI,CHC,0,4,5,4,2505.67,24200,107.49,14.926,48400,0,ATL@WSH,ATL,3,WSH,1
69,0.154,5,3,PHI,CHC,0,4,4,5,2525.87,24500,107.91,14.208,48000,0,CHC@PHI,PHI,5,,0
70,0.153,5,2,PHI,CHC,0,4,5,5,2421.16,23900,108.58,12.664,50000,0,CHC@PHI,PHI,5,,0
71,0.153,5,2,PHI,CHC,0,4,5,5,2447.47,23900,107.83,11.742,49700,0,CHC@PHI,PHI,5,,0
72,0.153,4,2,PHI,CHC,1,4,5,5,2593.45,25500,101.43,6.555,50000,0,CHC@PHI,PHI,4,CHC,1
73,0.145,5,2,CHC,PHI,0,5,5,5,2456.91,24800,101.13,8.608,49600,0,CHC@PHI,CHC,5,,0
74,0.142,5,2,WSH,ATL,0,5,5,5,2508.96,24600,98.28,7.057,48100,0,ATL@WSH,WSH,5,,0
75,0.132,4,2,PHI,CHC,0,5,5,4,2456.20,24800,110.23,11.861,49900,0,CHC@PHI,PHI,4,,0
