rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,0.481,4,2,SD,COL,1,5,6,5,2288.58,24100,109.15,10.134,49800,0,COL@SD,SD,4,COL,1
2,0.205,4,2,SD,COL,0,6,6,4,2286.50,24100,109.64,8.324,49700,0,COL@SD,SD,4,,0
3,0.197,4,2,SD,COL,1,5,6,5,2189.27,23600,110.02,12.284,49900,0,COL@SD,SD,4,COL,1
4,0.195,4,4,CWS,ARI,0,4,4,4,1944.74,21200,113.18,10.766,50000,0,ARI@CWS,CWS,4,,0
5,0.160,5,3,CWS,ARI,0,4,4,5,2723.53,25600,107.64,7.825,49800,0,ARI@CWS,CWS,5,,0
6,0.113,4,2,COL,SD,1,5,6,5,2547.55,25100,109.43,8.878,50000,0,COL@SD,COL,4,SD,1
7,0.112,4,4,CWS,ARI,0,4,4,4,2476.61,24300,109.09,10.300,49800,0,ARI@CWS,CWS,4,,0
8,0.027,4,3,ATL,WSH,0,5,5,4,2240.56,23100,110.65,13.676,49700,0,ATL@WSH,ATL,4,,0
9,0.025,4,4,CWS,ARI,0,4,4,4,2014.57,22300,109.26,10.414,49500,0,ARI@CWS,CWS,4,,0
10,-0.028,4,2,SD,COL,1,5,6,5,2180.37,23600,108.88,11.141,50000,0,COL@SD,SD,4,COL,1
11,-0.057,4,3,SD,COL,0,4,5,4,2293.05,23200,108.24,11.154,49700,0,ARI@CWS,CWS,3,ARI,1
12,-0.064,4,4,CWS,ARI,0,4,4,4,2193.83,22700,108.91,10.414,49900,0,ARI@CWS,CWS,4,,0
13,-0.109,5,3,COL,SD,0,4,4,5,2165.76,23300,108.32,12.940,49500,0,COL@SD,COL,5,,0
14,-0.130,4,2,SD,COL,1,5,6,5,1893.81,22500,106.58,14.499,49500,0,COL@SD,SD,4,COL,1
15,-0.168,4,2,SD,COL,0,5,5,4,2168.32,23100,110.42,11.378,49800,0,COL@SD,SD,4,,0
16,-0.201,4,4,TEX,PIT,0,4,4,4,2276.42,23900,105.65,4.747,49700,0,PIT@TEX,TEX,4,,0
17,-0.225,5,2,COL,SD,0,4,5,5,2264.07,24100,103.46,5.835,50000,0,COL@SD,COL,5,,0
18,-0.228,4,2,SD,COL,1,5,6,5,2045.87,22700,109.98,13.056,49800,0,COL@SD,SD,4,COL,1
19,-0.243,5,3,ATL,WSH,0,4,4,5,2326.13,23600,108.55,12.128,49900,0,ATL@WSH,ATL,5,,0
20,-0.256,4,2,SD,COL,0,5,5,4,2215.04,23300,106.53,12.985,49600,0,COL@SD,SD,4,,0
21,-0.258,5,2,SD,COL,0,5,5,5,2131.10,22800,109.90,11.651,49800,0,COL@SD,SD,5,,0
22,-0.270,5,2,SD,COL,0,5,5,5,2118.58,22700,107.16,13.694,49600,0,COL@SD,SD,5,,0
23,-0.307,4,4,CWS,ARI,0,4,4,4,2044.02,22600,109.14,9.658,50000,0,ARI@CWS,CWS,4,,0
24,-0.311,4,4,MIL,DET,0,4,4,4,1797.36,21500,110.36,6.429,49500,0,DET@MIL,MIL,4,,0
25,-0.311,4,3,SD,COL,0,4,5,4,1785.61,21500,109.78,7.329,49600,0,DET@MIL,MIL,3,DET,1
26,-0.320,5,3,SD,COL,0,4,4,5,2539.69,25100,108.43,16.367,50000,0,COL@SD,SD,5,,0
27,-0.335,4,3,SD,COL,0,5,5,4,2444.69,24300,109.80,10.363,49500,0,COL@SD,SD,4,,0
28,-0.340,5,3,ATL,WSH,0,4,4,5,2278.60,23800,109.27,14.741,50000,0,ATL@WSH,ATL,5,,0
29,-0.359,4,4,ARI,CWS,0,4,4,4,1982.42,22000,107.64,14.036,50000,0,ARI@CWS,ARI,4,,0
30,-0.360,5,2,SD,COL,0,5,5,5,2116.03,22800,108.15,15.214,49800,0,COL@SD,SD,5,,0
31,-0.364,4,4,CWS,ARI,0,4,4,4,2205.09,22700,105.80,9.961,49400,0,ARI@CWS,CWS,4,,0
32,-0.384,5,3,CWS,ARI,0,4,4,5,2237.07,23200,108.68,8.333,49500,0,ARI@CWS,CWS,5,,0
33,-0.393,4,4,MIL,DET,0,4,4,4,1881.91,21200,111.08,6.729,49800,0,DET@MIL,MIL,4,,0
34,-0.396,5,2,SD,COL,0,4,4,5,2022.37,23000,107.08,15.867,50000,0,COL@SD,SD,5,,0
35,-0.401,4,3,SD,COL,0,5,5,4,2376.05,24100,106.98,13.313,49800,0,COL@SD,SD,4,,0
36,-0.405,5,3,CWS,ARI,0,4,4,5,2233.38,23600,109.29,8.381,50000,0,ARI@CWS,CWS,5,,0
37,-0.412,5,2,SD,COL,0,5,5,5,2249.98,23400,109.42,16.079,49600,0,COL@SD,SD,5,,0
38,-0.433,5,3,ATL,WSH,0,4,4,5,2588.22,25100,107.48,11.704,49900,0,ATL@WSH,ATL,5,,0
39,-0.434,4,3,SD,COL,0,4,4,4,2654.05,25600,106.26,11.191,50000,0,COL@SD,SD,4,,0
40,-0.435,4,3,SD,COL,1,4,5,5,2459.67,24300,110.23,9.748,50000,0,COL@SD,SD,4,COL,1
41,-0.435,5,3,CWS,ARI,0,4,4,5,2503.28,24300,106.52,8.109,49400,0,ARI@CWS,CWS,5,,0
42,-0.437,4,2,CWS,ARI,1,5,6,5,2662.42,25100,103.76,5.892,49500,0,ARI@CWS,CWS,4,ARI,1
43,-0.442,4,2,CWS,ARI,1,4,6,5,2609.29,24800,103.88,7.728,49600,0,ARI@CWS,CWS,4,ARI,1
44,-0.445,5,2,CWS,ARI,0,4,5,5,2348.21,23900,106.35,7.931,49700,0,ARI@CWS,CWS,5,,0
45,-0.448,4,3,SD,COL,0,5,5,4,2608.54,24800,106.88,8.377,49500,0,COL@SD,SD,4,,0
46,-0.467,4,3,SD,COL,0,5,5,4,2187.44,23100,106.97,10.431,49900,0,COL@SD,SD,4,,0
47,-0.473,4,2,COL,SD,0,5,6,4,2617.63,26100,97.83,4.001,50000,0,COL@SD,COL,4,,0
48,-0.487,5,1,COL,SD,0,6,6,5,2198.73,23600,104.80,7.054,49400,0,COL@SD,COL,5,,0
49,-0.503,5,3,CWS,ARI,0,4,4,5,2338.29,23900,107.37,7.649,49800,0,ARI@CWS,CWS,5,,0
50,-0.503,5,3,CWS,ARI,0,4,4,5,2349.91,23900,106.00,8.096,49700,0,ARI@CWS,CWS,5,,0
51,-0.508,5,3,SD,COL,0,4,4,5,2328.28,23900,109.71,17.693,49900,0,COL@SD,SD,5,,0
52,-0.526,4,4,ATL,WSH,0,4,4,4,1904.84,21100,110.30,16.088,49400,0,ATL@WSH,ATL,4,,0
53,-0.537,5,1,CWS,ARI,0,5,6,5,2674.49,25600,103.21,6.581,49900,0,ARI@CWS,CWS,5,,0
54,-0.538,4,3,CWS,ARI,0,5,5,4,1773.27,21500,109.02,8.814,49500,0,ARI@CWS,CWS,4,,0
55,-0.547,5,2,SD,COL,0,5,5,5,2201.02,23500,107.16,10.498,49500,0,COL@SD,SD,5,,0
56,-0.549,4,3,COL,SD,1,4,5,5,2311.90,23600,108.03,12.367,49900,0,COL@SD,COL,4,SD,1
57,-0.555,5,2,SD,COL,0,5,5,5,2211.88,23100,109.39,16.252,49400,0,COL@SD,SD,5,,0
58,-0.559,4,4,ATL,WSH,0,4,4,4,1085.54,18800,112.43,18.932,49600,0,ATL@WSH,ATL,4,,0
59,-0.563,5,3,CWS,ARI,0,4,4,5,2490.70,24400,106.38,7.584,49800,0,ARI@CWS,CWS,5,,0
