rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
60,-0.571,4,2,COL,SD,1,5,6,5,2054.65,23100,104.70,9.383,49800,0,COL@SD,COL,4,SD,1
61,-0.580,5,3,CWS,ARI,0,4,4,5,2511.65,24700,104.33,7.843,49600,0,ARI@CWS,CWS,5,,0
62,-0.591,5,3,ATL,WSH,0,4,4,5,2586.58,24800,107.25,13.224,49600,0,ATL@WSH,ATL,5,,0
63,-0.595,5,3,CWS,ARI,0,4,4,5,2627.18,25100,107.03,8.371,49700,0,ARI@CWS,CWS,5,,0
64,-0.596,4,3,SD,COL,0,5,5,4,2369.05,24200,105.49,14.515,49600,0,COL@SD,SD,4,,0
65,-0.601,4,3,SD,COL,0,5,5,4,2608.54,24800,106.12,9.923,49500,0,COL@SD,SD,4,,0
66,-0.605,5,2,SD,COL,0,4,4,5,2085.40,23600,106.01,14.969,49900,0,COL@SD,SD,5,,0
67,-0.606,4,2,SD,COL,0,4,5,4,2324.99,23700,107.48,6.854,49800,0,DET@MIL,DET,2,MIL,2
68,-0.606,4,4,CWS,ARI,0,4,4,4,2034.21,22600,107.77,10.258,50000,0,ARI@CWS,CWS,4,,0
69,-0.618,4,3,SD,COL,1,4,5,5,2286.07,23900,111.52,17.000,49700,0,COL@SD,SD,4,COL,1
70,-0.618,4,4,ARI,CWS,0,4,4,4,2044.50,22700,108.76,16.792,50000,0,ARI@CWS,ARI,4,,0
71,-0.629,5,3,CWS,ARI,0,4,4,5,2358.05,23900,106.81,7.628,49400,0,ARI@CWS,CWS,5,,0
72,-0.634,4,4,CWS,ARI,0,4,4,4,2334.97,23800,107.48,10.882,49700,0,ARI@CWS,CWS,4,,0
73,-0.635,5,1,CWS,ARI,0,5,6,5,2674.02,25600,103.54,7.499,49400,0,ARI@CWS,CWS,5,,0
74,-0.647,4,2,COL,SD,0,5,5,4,2101.81,22400,102.98,6.247,49800,0,COL@SD,COL,4,,0
75,-0.656,4,4,COL,SD,0,4,4,4,2296.00,24400,103.86,4.494,49800,0,COL@SD,COL,4,,0
