rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
18,-0.281,4,1,SEA,MIN,1,5,6,5,2765.21,26000,101.80,7.104,49400,0,MIN@SEA,SEA,4,MIN,1
19,-0.287,5,2,MIN,SEA,0,4,4,5,2651.96,25800,106.36,8.217,49900,0,MIN@SEA,MIN,5,,0
20,-0.314,4,3,LAD,MIA,1,4,5,5,2726.19,26000,101.00,8.725,49700,0,LAD@MIA,LAD,4,MIA,1
21,-0.328,4,2,SEA,MIN,1,5,6,5,2611.05,25500,102.43,10.204,49800,0,MIN@SEA,SEA,4,MIN,1
22,-0.362,5,2,SEA,MIN,0,5,5,5,2630.23,25400,105.03,12.741,49700,0,MIN@SEA,SEA,5,,0
23,-0.382,5,1,CWS,LAA,0,5,6,5,2685.44,25800,97.11,3.220,49800,0,CWS@LAA,CWS,5,,0
24,-0.413,5,2,SEA,MIN,0,4,4,5,2699.70,25500,102.14,11.187,49400,0,MIN@SEA,SEA,5,,0
25,-0.415,5,2,MIN,SEA,0,4,4,5,2584.26,25600,103.60,3.197,49600,0,MIN@SEA,MIN,5,,0
26,-0.420,4,2,SEA,MIN,1,4,5,5,2719.85,26000,101.61,7.523,49800,0,MIN@SEA,SEA,4,MIN,1
27,-0.426,5,2,SEA,MIN,0,4,4,5,2741.33,26000,103.03,9.827,49900,0,MIN@SEA,SEA,5,,0
28,-0.441,5,3,CWS,LAA,0,3,3,5,2599.92,25600,104.27,10.584,49800,0,CWS@LAA,CWS,5,,0
29,-0.446,4,3,SEA,MIN,0,4,4,4,2670.75,26200,103.78,12.557,49900,0,MIN@SEA,SEA,4,,0
30,-0.448,4,3,SEA,MIN,0,5,5,4,2604.69,25400,103.11,11.025,49600,0,MIN@SEA,SEA,4,,0
31,-0.456,4,2,NYY,TEX,1,5,6,5,2581.01,25400,101.29,4.590,49800,0,NYY@TEX,NYY,4,TEX,1
32,-0.463,5,2,CWS,LAA,0,5,5,5,2731.32,26000,99.22,9.738,49300,0,CWS@LAA,CWS,5,,0
33,-0.469,5,2,SEA,MIN,0,4,4,5,2645.83,25800,104.25,14.238,49600,0,MIN@SEA,SEA,5,,0
34,-0.476,4,3,PIT,STL,0,5,5,4,2635.53,26000,101.14,7.560,50000,0,PIT@STL,PIT,4,,0
35,-0.485,5,3,SEA,MIN,0,4,4,5,2746.36,26000,101.96,10.958,49500,0,MIN@SEA,SEA,5,,0
36,-0.536,5,2,CWS,LAA,0,5,5,5,2462.54,24200,99.51,9.103,49300,0,CWS@LAA,CWS,5,,0
37,-0.541,5,2,LAA,CWS,0,4,4,5,2694.53,26200,98.48,5.317,49500,0,CWS@LAA,LAA,5,,0
38,-0.551,5,2,LAA,CWS,0,5,5,5,2569.51,25000,102.53,12.964,49600,0,CWS@LAA,LAA,5,,0
39,-0.551,5,2,CWS,LAA,0,5,5,5,2768.83,26000,100.28,6.983,49400,0,CWS@LAA,CWS,5,,0
40,-0.576,4,4,STL,PIT,0,4,4,4,2490.40,24300,104.59,11.043,49700,0,PIT@STL,STL,4,,0
41,-0.593,5,3,SEA,MIN,0,4,4,5,2654.83,26000,105.21,12.953,49700,0,MIN@SEA,SEA,5,,0
42,-0.596,5,2,CWS,LAA,0,4,4,5,2651.49,25600,101.92,8.145,49400,0,CWS@LAA,CWS,5,,0
43,-0.598,5,3,NYY,TEX,0,4,4,5,2491.77,24500,105.24,11.769,49900,0,NYY@TEX,NYY,5,,0
44,-0.600,5,2,CWS,LAA,0,5,5,5,2550.29,25400,104.10,10.634,50000,0,CWS@LAA,CWS,5,,0
45,-0.602,5,2,SEA,MIN,0,4,4,5,2693.70,25300,101.18,10.588,50000,0,MIN@SEA,SEA,5,,0
46,-0.609,5,1,SEA,MIN,0,4,4,5,2627.62,26000,102.29,12.099,49400,0,MIN@SEA,SEA,5,,0
47,-0.611,5,3,LAA,CWS,0,3,3,5,2746.34,25400,103.57,11.753,49400,0,CWS@LAA,LAA,5,,0
48,-0.612,4,3,SEA,MIN,1,4,5,5,2628.99,25500,102.46,10.730,49800,0,MIN@SEA,SEA,4,MIN,1
49,-0.612,5,3,MIN,SEA,0,3,3,5,2686.65,26200,102.78,6.625,49300,0,MIN@SEA,MIN,5,,0
50,-0.616,5,2,MIN,SEA,0,5,5,5,2693.42,26000,102.66,6.898,49500,0,MIN@SEA,MIN,5,,0
51,-0.617,5,2,PIT,STL,0,5,5,5,2650.74,26000,100.81,6.153,49400,0,PIT@STL,PIT,5,,0
52,-0.621,4,4,PIT,STL,0,3,3,5,2576.45,25400,99.58,7.006,49700,0,PIT@STL,PIT,4,,0
53,-0.634,5,2,LAA,CWS,0,4,4,5,2640.45,25700,100.20,10.191,50000,0,CWS@LAA,LAA,5,,0
54,-0.636,5,2,LAA,CWS,0,3,3,5,2621.14,24900,100.63,12.138,49400,0,CWS@LAA,LAA,5,,0
55,-0.645,5,2,CWS,LAA,0,4,5,5,2633.34,25400,100.88,8.152,49500,0,CWS@LAA,CWS,5,,0
56,-0.650,4,2,STL,PIT,1,5,6,5,2556.48,24700,101.74,9.678,49800,0,PIT@STL,STL,4,PIT,1
57,-0.651,4,3,SEA,MIN,0,4,5,4,2620.00,25500,101.02,11.772,49600,0,MIN@SEA,SEA,4,,0
58,-0.656,5,2,NYY,TEX,0,5,5,5,2565.25,25000,104.18,9.285,49500,0,NYY@TEX,NYY,5,,0
59,-0.661,4,3,LAA,CWS,0,4,5,4,2602.48,25700,102.09,9.355,49900,0,PIT@STL,PIT,3,STL,1
60,-0.663,4,2,LAA,CWS,1,3,4,5,2677.76,25800,98.98,7.170,49400,0,CWS@LAA,LAA,4,CWS,1
61,-0.673,5,1,LAA,CWS,0,5,5,5,2731.01,26000,99.09,7.305,49400,0,CWS@LAA,LAA,5,,0
62,-0.686,4,3,NYY,TEX,0,3,3,4,2644.62,25800,101.78,8.424,50000,0,NYY@TEX,NYY,4,,0
63,-0.693,4,2,LAA,CWS,1,5,6,5,2622.31,25700,101.01,7.652,49500,0,CWS@LAA,LAA,4,CWS,1
64,-0.696,5,2,SEA,MIN,0,5,5,5,2573.73,24500,103.74,13.335,49300,0,MIN@SEA,SEA,5,,0
65,-0.707,4,2,LAA,CWS,1,4,5,5,2629.62,25200,101.11,10.034,49900,0,CWS@LAA,LAA,4,CWS,1
66,-0.708,4,3,LAA,CWS,1,4,5,5,2625.57,25600,98.23,4.313,49800,0,CWS@LAA,LAA,4,CWS,1
67,-0.709,4,2,LAA,CWS,1,5,6,5,2578.76,25000,100.35,10.326,50000,0,CWS@LAA,LAA,4,CWS,1
68,-0.710,5,3,MIN,SEA,0,3,3,5,2635.53,26200,101.56,5.105,50000,0,MIN@SEA,MIN,5,,0
69,-0.711,4,3,SEA,MIN,1,3,4,5,2611.69,25500,99.14,12.158,49900,0,MIN@SEA,SEA,4,MIN,1
70,-0.726,4,1,SEA,MIN,1,5,7,5,2489.98,24500,103.29,10.956,50000,0,MIN@SEA,SEA,4,MIN,1
71,-0.727,5,2,CWS,LAA,0,5,5,5,2580.72,25400,103.45,10.107,49300,0,CWS@LAA,CWS,5,,0
72,-0.731,5,2,LAA,CWS,0,4,4,5,2760.45,25500,101.18,10.008,49300,0,CWS@LAA,LAA,5,,0
73,-0.736,5,2,PIT,STL,0,4,4,5,2695.64,26200,100.38,6.563,49500,0,PIT@STL,PIT,5,,0
74,-0.741,4,3,PIT,STL,0,4,4,4,2611.21,25500,98.65,7.194,49400,0,PIT@STL,PIT,4,,0
75,-0.761,5,2,SEA,MIN,0,4,4,5,2584.98,25500,102.97,12.443,49300,0,MIN@SEA,SEA,5,,0
