rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,0.132,4,2,SEA,MIN,1,4,5,5,2706.66,26200,105.22,12.468,50000,0,MIN@SEA,SEA,4,MIN,1
2,0.093,4,3,NYY,TEX,0,4,5,4,2769.13,26000,104.50,10.630,49700,0,MIN@SEA,SEA,3,MIN,1
3,0.051,4,2,SEA,MIN,1,3,4,5,2639.01,25800,106.71,14.259,49600,0,MIN@SEA,SEA,4,MIN,1
4,0.025,5,2,CWS,LAA,0,4,4,5,2645.00,25800,101.44,6.995,50000,0,CWS@LAA,CWS,5,,0
5,0.007,4,1,LAA,CWS,1,5,6,5,2673.59,25500,103.24,9.691,49700,0,CWS@LAA,LAA,4,CWS,1
6,0.001,4,2,SEA,MIN,1,5,6,5,2767.76,26000,103.23,8.259,49500,0,MIN@SEA,SEA,4,MIN,1
7,-0.097,5,2,SEA,MIN,0,5,5,5,2801.50,26000,103.93,12.639,49600,0,MIN@SEA,SEA,5,,0
8,-0.130,5,2,SEA,MIN,0,5,5,5,2747.02,26000,104.91,14.194,49700,0,MIN@SEA,SEA,5,,0
9,-0.144,5,3,SEA,MIN,0,4,4,5,2743.72,26000,104.46,11.424,50000,0,MIN@SEA,SEA,5,,0
10,-0.156,5,3,SEA,MIN,0,3,3,5,2683.73,25800,103.96,12.735,49400,0,MIN@SEA,SEA,5,,0
11,-0.162,5,2,LAA,CWS,0,5,5,5,2769.21,26000,101.67,9.589,49500,0,CWS@LAA,LAA,5,,0
12,-0.166,4,3,MIN,SEA,0,4,4,4,2593.76,25800,104.12,6.824,49800,0,MIN@SEA,MIN,4,,0
13,-0.169,4,2,NYY,TEX,1,5,6,5,2590.75,25400,100.69,4.834,50000,0,NYY@TEX,NYY,4,TEX,1
14,-0.185,5,3,MIN,SEA,0,4,4,5,2632.96,26000,104.78,7.072,49500,0,MIN@SEA,MIN,5,,0
15,-0.185,5,3,SEA,MIN,0,4,4,5,2661.00,26000,104.61,14.260,49900,0,MIN@SEA,SEA,5,,0
16,-0.221,4,1,MIN,SEA,1,5,6,5,2649.83,25600,100.10,5.440,49800,0,MIN@SEA,MIN,4,SEA,1
17,-0.259,4,3,SEA,MIN,1,4,5,5,2675.84,25500,103.26,12.335,49300,0,MIN@SEA,SEA,4,MIN,1
