P,P,C,1B,2B,3B,SS,OF,OF,OF
42766686,42766682,42766793,42766833,42766786,42766733,42766703,42766958,42766759,42766957
42766686,42766682,42766793,42766833,42766786,42766733,42766703,42766958,42766933,42766778
42766686,42766682,42766793,42766757,42766715,42766823,42766703,42766860,42766914,42766957
42766686,42766682,42766748,42766749,42766786,42767001,42766864,42766958,42766704,42766761
42766686,42766682,42766793,42766749,42766786,42766741,42766755,42766957,42766945,42766732
42766686,42766682,42766873,42766941,42766884,42766741,42766703,42766901,42766752,42766732
42766686,42766682,42766793,42766809,42766726,42766772,42766703,42766945,42766832,42766957
42766686,42766682,42766763,42766941,42766884,42766789,42766755,42766704,42766923,42766732
42766686,42766682,42766873,42766799,42766722,42766785,42766755,42766708,42766931,42766923
42766686,42766682,42766748,42766833,42766771,42767001,42766864,42766759,42766704,42766812
42766686,42766682,42766873,42766941,42766884,42766785,42766755,42766704,42766827,42766732
42766685,42766686,42766787,42766833,42766786,42767001,42766703,42766864,42766759,42766706
42766686,42766682,42766793,42766749,42766722,42767001,42766703,42766945,42766957,42766752
42766686,42766682,42766793,42766809,42766726,42766908,42766703,42766760,42766905,42766957
42766686,42766682,42766748,42766833,42766771,42767001,42766755,42766759,42766958,42766704
42766686,42766682,42766721,42766757,42766722,42766823,42766970,42766914,42766860,42766732
42766686,42766685,42766825,42766809,42766726,42766772,42766703,42766832,42766738,42766957
42766686,42766682,42766793,42766963,42766715,42766908,42766703,42766747,42766832,42766957
42766686,42766682,42766748,42766809,42766726,42766772,42766796,42766812,42766766,42766957
42766686,42766682,42766816,42766833,42766771,42767001,42766733,42766933,42766759,42766706
42766686,42766682,42766793,42766749,42766886,42766984,42766703,42766843,42766761,42766778
42766686,42766682,42766793,42766749,42766786,42766733,42766703,42766958,42766832,42766957
42766686,42766682,42766793,42766809,42766726,42766741,42766703,42766958,42766957,42766832
42766686,42766682,42766773,42766941,42766722,42766731,42766755,42766931,42766923,42766732
42766686,42766682,42766748,42766749,42766715,42766908,42766703,42766958,42766905,42766945
42766686,42766682,42766873,42766799,42766715,42766823,42766755,42766812,42766722,42766923
42766686,42766682,42766787,42766833,42766715,42767001,42766733,42766705,42766958,42766864
42766686,42766682,42766721,42766941,42766722,42766984,42766755,42766761,42766923,42766732
42766686,42766682,42766825,42766809,42766726,42766741,42766703,42766908,42766945,42766905
42766686,42766682,42766748,42766713,42766786,42767001,42766845,42766958,42766864,42766702
42766686,42766682,42766748,42766809,42766726,42767001,42766733,42766958,42766759,42766747
42766683,42766682,42766793,42766833,42766786,42767001,42766703,42766864,42766958,42766722
42766686,42766682,42766763,42766941,42766771,42766789,42766755,42766923,42766752,42766732
42766686,42766682,42766773,42766719,42766854,42766741,42766703,42766905,42766945,42766908
42766686,42766682,42766748,42766941,42766722,42766733,42766755,42766958,42766923,42766752
42766686,42766682,42766773,42766782,42766786,42766733,42766864,42766958,42766933,42766702
42766686,42766682,42766748,42766833,42766786,42766849,42766718,42766864,42766759,42766828
42766686,42766682,42766748,42766809,42766786,42766772,42766733,42766958,42766933,42766732
42766686,42766682,42766748,42766809,42766726,42766733,42766864,42766958,42766933,42766738
42766686,42766682,42766748,42766809,42766726,42766772,42766796,42766958,42766812,42766766
42766686,42766682,42766721,42766792,42766884,42766984,42766755,42766923,42766722,42766732
42766686,42766684,42766748,42766963,42766786,42766733,42766703,42766708,42766958,42766933
42766686,42766682,42766748,42766833,42766726,42766772,42766864,42766958,42766759,42766761
42766686,42766684,42766748,42766833,42766722,42767001,42766733,42766958,42766706,42766752
42766686,42766682,42766793,42766757,42766715,42766908,42766703,42766860,42766905,42766945
42766686,42766682,42766825,42766833,42766726,42766772,42766796,42766751,42766958,42766738
42766686,42766684,42766793,42766749,42766726,42766772,42766796,42766766,42766747,42766957
42766686,42766682,42766748,42766833,42766885,42767001,42766718,42766958,42766759,42766706
42766686,42766682,42766710,42766792,42766915,42766984,42766783,42766735,42766747,42766841
42766686,42766682,42766763,42766809,42766726,42766772,42766796,42766898,42766812,42766766
42766685,42766682,42766816,42766833,42766786,42767001,42766718,42766708,42766958,42766759
42766686,42766682,42766763,42766941,42766722,42766789,42766755,42766791,42766923,42766752
42766686,42766682,42766748,42766809,42766726,42766772,42766796,42766958,42766819,42766766
42766684,42766682,42766793,42766749,42766885,42766908,42766718,42766706,42766957,42766832
42766685,42766682,42766748,42766833,42766786,42767001,42766703,42766958,42766750,42766791
42766686,42766682,42766825,42766792,42766726,42766984,42766796,42766761,42766738,42766766
42766686,42766682,42766748,42766716,42766786,42767001,42766733,42766958,42766828,42766735
42766684,42766682,42766793,42766749,42766715,42766741,42766863,42766761,42766945,42766957
42766686,42766682,42766911,42766792,42766771,42766731,42766845,42766761,42767015,42766750
42766686,42766684,42766773,42766799,42766884,42766731,42766755,42766752,42766923,42766707
42766686,42766682,42766763,42766941,42766722,42766823,42766755,42766751,42766923,42766752
42766685,42766686,42766787,42766719,42766715,42766741,42766703,42766957,42766945,42766908
42766684,42766682,42766748,42766833,42766786,42766741,42766703,42766958,42766864,42766908
42766685,42766682,42766710,42766809,42766831,42766915,42766783,42766738,42766766,42766874
42766685,42766682,42766793,42766859,42766771,42766908,42766703,42766708,42766945,42766957
42766685,42766682,42766873,42766833,42766786,42767001,42766703,42766708,42766759,42766933
42766686,42766682,42766763,42766833,42766884,42766789,42766755,42766923,42766722,42766732
42766686,42766682,42766793,42766749,42766786,42766741,42766703,42766933,42766958,42766908
42766686,42766682,42766787,42766719,42766854,42766741,42766703,42766957,42766908,42766905
42766686,42766682,42766873,42766799,42766771,42766826,42766755,42766750,42766923,42766722
42766686,42766682,42766793,42766719,42766854,42766731,42766703,42766908,42766905,42766945
42766684,42766682,42766773,42766749,42766786,42766741,42766703,42766958,42766957,42766945
42766686,42766682,42766793,42766713,42766938,42766741,42766703,42766791,42766945,42766957
42766686,42766682,42766911,42766833,42766771,42766733,42766864,42766759,42766958,42766702
42766686,42766682,42766721,42766941,42766722,42766984,42766755,42766750,42766923,42766732
