rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
16,0.506,4,4,CWS,ATH,0,4,4,4,2591.99,24900,113.42,12.114,49600,0,ATH@CWS,CWS,4,,0
17,0.473,5,3,CWS,ATH,0,4,4,5,2592.76,25200,113.13,10.451,49400,0,ATH@CWS,CWS,5,,0
18,0.473,5,3,CWS,ATH,0,4,4,5,2561.43,25200,115.63,11.732,49900,0,ATH@CWS,CWS,5,,0
19,0.473,5,3,CWS,ATH,0,4,4,5,2551.08,25200,114.19,11.098,50000,0,ATH@CWS,CWS,5,,0
20,0.473,5,3,CWS,ATH,0,4,4,5,2582.73,25200,111.69,9.886,49500,0,ATH@CWS,CWS,5,,0
21,0.390,4,3,CWS,ATH,0,4,4,4,2577.62,24900,114.23,12.985,49700,0,ATH@CWS,CWS,4,,0
22,0.281,5,2,CWS,ATH,0,5,5,5,2650.36,25200,112.15,10.212,49600,0,ATH@CWS,CWS,5,,0
23,0.266,4,4,CWS,ATH,0,4,4,4,2532.27,25200,112.16,11.227,49600,0,ATH@CWS,CWS,4,,0
24,0.216,4,4,CWS,ATH,0,4,4,4,2611.53,24900,110.25,11.228,49700,0,ATH@CWS,CWS,4,,0
25,0.200,4,4,CWS,ATH,0,4,4,4,2436.58,23700,110.98,10.335,49900,0,ATH@CWS,CWS,4,,0
26,0.189,5,3,CWS,ATH,0,4,4,5,2604.32,25200,114.97,11.968,49500,0,ATH@CWS,CWS,5,,0
27,0.146,5,1,CWS,ATH,0,5,5,5,2726.61,25400,110.41,8.892,49400,0,ATH@CWS,CWS,5,,0
28,0.142,4,3,CWS,ATH,0,5,5,4,2524.20,24700,114.03,11.675,49800,0,ATH@CWS,CWS,4,,0
29,0.140,5,3,CWS,ATH,0,4,4,5,2443.69,24600,115.28,12.692,49800,0,ATH@CWS,CWS,5,,0
30,0.140,5,3,CWS,ATH,0,4,4,5,2483.63,24600,115.58,12.726,49400,0,ATH@CWS,CWS,5,,0
31,0.124,5,3,CWS,ATH,0,4,4,5,2430.97,24700,115.91,14.741,49800,0,ATH@CWS,CWS,5,,0
32,0.124,5,3,CWS,ATH,0,4,4,5,2420.10,24700,114.47,13.943,49900,0,ATH@CWS,CWS,5,,0
33,0.123,4,3,CWS,ATH,0,5,5,4,2581.26,24900,114.05,11.498,49900,0,ATH@CWS,CWS,4,,0
34,0.122,4,2,CWS,ATH,0,6,6,4,2579.61,24600,113.34,10.721,49400,0,ATH@CWS,CWS,4,,0
35,0.113,4,3,ATH,CWS,1,4,5,5,2380.34,24400,107.90,9.772,50000,0,ATH@CWS,ATH,4,CWS,1
36,0.110,5,3,CWS,ATH,0,3,4,5,2560.10,25100,115.29,11.760,49700,0,ATH@CWS,CWS,5,,0
37,0.073,5,3,CWS,ATH,0,4,4,5,2475.96,24900,114.53,13.926,49600,0,ATH@CWS,CWS,5,,0
38,0.056,5,3,CWS,ATH,0,4,4,5,2535.84,24900,110.24,10.741,49500,0,ATH@CWS,CWS,5,,0
39,0.052,5,3,CWS,ATH,0,4,4,5,2430.31,25200,113.96,12.328,49400,0,ATH@CWS,CWS,5,,0
40,0.040,5,3,CWS,ATH,0,4,4,5,2414.73,24700,115.41,13.439,49900,0,ATH@CWS,CWS,5,,0
41,0.037,4,2,TOR,ARI,0,5,6,4,2574.90,25200,107.93,4.725,49700,0,ARI@TOR,TOR,4,,0
42,0.037,4,2,CWS,ATH,1,5,6,5,2314.32,23600,112.54,10.437,49700,0,ATH@CWS,CWS,4,ATH,1
43,0.030,4,3,CWS,ATH,1,4,5,5,2437.70,24100,110.46,11.173,49600,0,ATH@CWS,CWS,4,ATH,1
44,0.010,5,3,CWS,ATH,0,4,4,5,2416.80,24600,113.61,12.081,49900,0,ATH@CWS,CWS,5,,0
45,0.008,5,2,CWS,ATH,0,5,5,5,2588.90,24800,110.66,7.496,49600,0,ATH@CWS,CWS,5,,0
46,-0.002,4,2,CWS,ATH,0,5,5,4,2638.64,25200,111.39,6.064,49400,0,ATH@CWS,CWS,4,,0
47,-0.002,4,2,CWS,ATH,0,5,5,4,2628.78,25200,109.95,5.736,49500,0,ATH@CWS,CWS,4,,0
48,-0.024,5,1,CWS,ATH,0,5,6,5,2556.66,25200,111.34,7.732,49500,0,ATH@CWS,CWS,5,,0
49,-0.050,5,2,CWS,ATH,0,5,5,5,2499.30,24700,114.99,12.666,49500,0,ATH@CWS,CWS,5,,0
50,-0.060,5,2,CWS,ATH,0,5,5,5,2577.13,25000,113.58,11.579,49800,0,ATH@CWS,CWS,5,,0
51,-0.062,5,2,CWS,ATH,0,5,5,5,2443.85,24300,114.33,13.036,49400,0,ATH@CWS,CWS,5,,0
52,-0.063,5,3,CWS,ATH,0,4,4,5,2469.92,24900,115.19,12.451,49500,0,ATH@CWS,CWS,5,,0
53,-0.075,5,3,CWS,ATH,0,4,4,5,2498.48,24900,110.40,10.700,49400,0,ATH@CWS,CWS,5,,0
54,-0.075,5,3,CWS,ATH,0,4,4,5,2458.78,24900,110.10,10.671,49800,0,ATH@CWS,CWS,5,,0
55,-0.079,4,3,CWS,ATH,0,5,5,4,2413.81,24800,113.60,7.242,49500,0,ATH@CWS,CWS,4,,0
56,-0.080,5,3,CWS,ATH,0,4,4,5,2511.59,24900,113.48,11.778,49700,0,ATH@CWS,CWS,5,,0
57,-0.083,5,2,CWS,ATH,0,4,4,5,2605.48,25400,113.26,10.216,49500,0,ATH@CWS,CWS,5,,0
58,-0.085,4,2,TOR,ARI,0,5,5,4,2561.82,24900,109.26,8.502,49900,0,ARI@TOR,TOR,4,,0
59,-0.092,5,3,CWS,ATH,0,4,4,5,2464.65,24600,110.73,9.714,49500,0,ATH@CWS,CWS,5,,0
60,-0.095,5,3,CWS,ATH,0,4,4,5,2412.07,24700,114.71,12.418,49700,0,ATH@CWS,CWS,5,,0
61,-0.128,5,1,NYY,KC,0,5,5,5,2400.50,25200,110.45,5.541,49600,0,KC@NYY,NYY,5,,0
62,-0.131,4,3,TOR,ARI,1,4,5,5,2375.73,24300,107.50,10.061,49700,0,ARI@TOR,TOR,4,ARI,1
63,-0.134,4,3,CWS,ATH,0,4,4,4,2419.61,24600,113.24,13.105,49500,0,ATH@CWS,CWS,4,,0
64,-0.148,5,1,CWS,ATH,0,5,6,5,2501.28,25200,112.92,7.255,49400,0,ATH@CWS,CWS,5,,0
65,-0.152,5,3,CWS,ATH,0,3,3,5,2691.54,25100,112.39,12.333,49400,0,ATH@CWS,CWS,5,,0
66,-0.158,5,3,CWS,ATH,0,4,4,5,2453.49,24900,111.04,10.285,49800,0,ATH@CWS,CWS,5,,0
67,-0.158,5,3,CWS,ATH,0,4,4,5,2456.85,24900,109.68,10.630,49700,0,ATH@CWS,CWS,5,,0
68,-0.169,4,4,CWS,ATH,0,4,4,4,2450.33,24600,111.04,11.073,49700,0,ATH@CWS,CWS,4,,0
69,-0.179,4,4,CWS,ATH,0,3,3,5,2562.34,25400,110.38,11.227,49800,0,ATH@CWS,CWS,4,,0
70,-0.184,4,2,COL,LAD,1,5,6,5,2298.37,24600,108.45,2.659,49500,0,COL@LAD,COL,4,LAD,1
71,-0.192,5,1,CWS,ATH,0,6,6,5,2496.02,24800,113.82,8.753,49700,0,ATH@CWS,CWS,5,,0
72,-0.196,5,3,CWS,ATH,0,4,4,5,2519.31,25000,112.82,10.738,49900,0,ATH@CWS,CWS,5,,0
73,-0.207,4,3,CWS,ATH,1,4,5,5,2456.50,24300,110.24,9.296,49400,0,ATH@CWS,CWS,4,ATH,1
74,-0.214,4,2,CWS,ATH,1,5,6,5,2424.13,24700,111.03,10.671,49400,0,ATH@CWS,CWS,4,ATH,1
75,-0.228,5,2,STL,HOU,0,5,5,5,2450.80,25200,108.03,5.856,49400,0,HOU@STL,STL,5,,0
