rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,0.948,5,3,CWS,ATH,0,4,4,5,2649.25,25200,118.23,14.207,49500,0,ATH@CWS,CWS,5,,0
2,0.934,5,2,CWS,ATH,0,5,5,5,2768.68,25200,114.23,9.675,49800,0,ATH@CWS,CWS,5,,0
3,0.930,5,3,CWS,ATH,0,4,4,5,2711.92,25200,116.74,12.333,49500,0,ATH@CWS,CWS,5,,0
4,0.870,4,3,CWS,ATH,1,4,5,5,2577.62,24900,114.12,12.174,49700,0,ATH@CWS,CWS,4,ATH,1
5,0.838,4,3,CWS,ATH,1,4,5,5,2518.51,24700,115.17,12.643,49900,0,ATH@CWS,CWS,4,ATH,1
6,0.827,5,2,CWS,ATH,0,5,5,5,2634.41,25200,117.37,10.436,49700,0,ATH@CWS,CWS,5,,0
7,0.794,5,3,CWS,ATH,0,4,4,5,2530.22,25200,117.52,13.981,50000,0,ATH@CWS,CWS,5,,0
8,0.716,5,3,CWS,ATH,0,4,4,5,2645.75,25200,115.71,11.285,50000,0,ATH@CWS,CWS,5,,0
9,0.693,5,3,CWS,ATH,0,4,4,5,2576.12,25200,114.64,11.241,49600,0,ATH@CWS,CWS,5,,0
10,0.692,5,2,CWS,ATH,0,4,4,5,2689.41,25400,117.37,12.994,49900,0,ATH@CWS,CWS,5,,0
11,0.684,4,3,CWS,ATH,1,4,5,5,2443.03,24700,114.10,12.576,49400,0,ATH@CWS,CWS,4,ATH,1
12,0.649,5,2,CWS,ATH,0,5,5,5,2579.94,25200,114.09,9.497,49700,0,ATH@CWS,CWS,5,,0
13,0.575,5,3,CWS,ATH,0,4,4,5,2522.62,25200,117.76,12.451,49800,0,ATH@CWS,CWS,5,,0
14,0.552,5,2,CWS,ATH,0,4,5,5,2650.75,25700,115.57,10.916,49500,0,ATH@CWS,CWS,5,,0
15,0.506,4,4,CWS,ATH,0,4,4,4,2553.43,24900,113.12,12.082,50000,0,ATH@CWS,CWS,4,,0
