rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
25,0.085,4,3,PIT,CHC,0,5,5,4,2651.79,25000,108.01,3.459,50000,0,CHC@PIT,PIT,4,,0
26,0.070,5,2,PIT,CHC,0,5,5,5,2613.06,24400,118.06,11.126,49300,0,CHC@PIT,PIT,5,,0
27,0.066,5,2,PIT,CHC,0,5,5,5,2640.55,25500,108.95,7.295,49500,0,CHC@PIT,PIT,5,,0
28,0.052,5,1,PIT,CHC,0,6,6,5,2721.19,25800,107.53,5.489,49100,0,CHC@PIT,PIT,5,,0
29,0.042,5,2,PIT,CHC,0,5,5,5,2634.86,24800,117.21,14.456,49500,0,CHC@PIT,PIT,5,,0
30,0.021,5,2,PIT,CHC,0,5,5,5,2578.55,24400,117.81,10.067,49100,0,CHC@PIT,PIT,5,,0
31,0.021,5,2,PIT,CHC,0,5,5,5,2564.37,24600,120.94,10.481,50000,0,CHC@PIT,PIT,5,,0
32,0.001,5,2,PIT,CHC,0,5,5,5,2593.94,24600,120.84,10.030,49500,0,CHC@PIT,PIT,5,,0
33,-0.010,5,3,PIT,CHC,0,4,4,5,2705.55,25400,111.83,5.789,50000,0,CHC@PIT,PIT,5,,0
34,-0.010,5,3,PIT,CHC,0,4,4,5,2718.99,25400,108.70,5.561,49100,0,CHC@PIT,PIT,5,,0
35,-0.015,4,2,SF,BAL,0,4,5,4,2586.89,24600,113.95,7.979,49000,0,BAL@SF,SF,4,,0
36,-0.037,5,2,PIT,CHC,0,5,5,5,2543.30,24600,120.16,13.724,49600,0,CHC@PIT,PIT,5,,0
37,-0.052,4,3,PIT,CHC,0,5,5,4,2654.60,24800,108.39,2.849,49100,0,CHC@PIT,PIT,4,,0
38,-0.052,5,1,PIT,CHC,0,5,6,5,2680.30,25100,106.67,6.209,49000,0,CHC@PIT,PIT,5,,0
39,-0.054,5,2,PIT,CHC,0,5,5,5,2666.76,24700,117.91,13.785,49200,0,CHC@PIT,PIT,5,,0
40,-0.055,5,2,PIT,CHC,0,5,5,5,2613.12,24900,115.62,13.277,49600,0,CHC@PIT,PIT,5,,0
41,-0.059,5,2,PIT,CHC,0,5,5,5,2586.68,24600,119.57,12.881,49100,0,CHC@PIT,PIT,5,,0
42,-0.062,5,3,PIT,CHC,0,4,4,5,2709.91,25400,108.44,5.412,49200,0,CHC@PIT,PIT,5,,0
43,-0.067,5,3,PIT,CHC,0,4,4,5,2654.43,25100,120.17,14.262,50000,0,CHC@PIT,PIT,5,,0
44,-0.081,5,2,CHC,PIT,0,5,5,5,2596.54,25500,112.66,8.520,50000,0,CHC@PIT,CHC,5,,0
45,-0.090,5,1,PIT,CHC,0,6,6,5,2663.93,25100,119.40,10.064,49500,0,CHC@PIT,PIT,5,,0
46,-0.099,5,2,PIT,CHC,0,5,5,5,2646.43,24600,109.22,7.402,49200,0,CHC@PIT,PIT,5,,0
47,-0.111,5,2,PIT,CHC,0,4,4,5,2649.23,25000,110.22,3.117,49600,0,CHC@PIT,PIT,5,,0
48,-0.112,5,1,PIT,CHC,0,5,6,5,2711.62,25800,106.73,5.429,49900,0,CHC@PIT,PIT,5,,0
49,-0.114,5,3,PIT,CHC,0,4,4,5,2664.13,24800,110.90,7.813,49200,0,CHC@PIT,PIT,5,,0
50,-0.114,4,4,MIN,TOR,0,4,4,4,2596.15,24600,112.68,3.954,49000,0,MIN@TOR,MIN,4,,0
51,-0.115,5,2,PIT,CHC,0,5,5,5,2590.06,24600,119.63,12.481,49600,0,CHC@PIT,PIT,5,,0
52,-0.140,5,2,PIT,CHC,0,5,5,5,2597.23,24700,119.52,12.898,49800,0,CHC@PIT,PIT,5,,0
53,-0.147,5,2,LAA,CIN,0,5,5,5,2598.38,24600,116.72,8.055,49800,0,CIN@LAA,LAA,5,,0
54,-0.152,5,3,PIT,CHC,0,4,4,5,2281.78,22700,111.86,8.668,49500,0,CHC@PIT,PIT,5,,0
55,-0.153,4,3,CHC,PIT,0,5,5,4,2488.88,24000,113.21,5.140,49500,0,CHC@PIT,CHC,4,,0
56,-0.153,5,3,PIT,CHC,0,4,4,5,2587.59,24600,111.72,8.049,49200,0,CHC@PIT,PIT,5,,0
57,-0.153,5,3,PIT,CHC,0,4,4,5,2545.19,24600,111.28,8.345,50000,0,CHC@PIT,PIT,5,,0
58,-0.159,5,3,PIT,CHC,0,4,4,5,2788.91,25900,106.76,7.193,50000,0,CHC@PIT,PIT,5,,0
59,-0.162,5,1,CHC,PIT,0,5,5,5,2495.68,24000,115.67,8.005,49400,0,CHC@PIT,CHC,5,,0
60,-0.164,5,1,PIT,CHC,0,6,6,5,2615.74,24700,119.05,11.806,49700,0,CHC@PIT,PIT,5,,0
61,-0.171,5,2,PIT,CHC,0,5,5,5,2611.53,25000,115.79,8.198,49700,0,CHC@PIT,PIT,5,,0
62,-0.173,5,3,CHC,PIT,0,4,4,5,2486.68,24000,116.14,7.039,49800,0,CHC@PIT,CHC,5,,0
63,-0.173,5,3,CHC,PIT,0,4,4,5,2486.68,24000,115.60,7.290,49800,0,CHC@PIT,CHC,5,,0
64,-0.176,5,3,NYY,TB,0,4,4,5,2679.18,24900,114.33,6.815,49000,0,NYY@TB,NYY,5,,0
65,-0.177,5,2,PIT,CHC,0,5,5,5,2651.49,25100,118.97,10.808,49600,0,CHC@PIT,PIT,5,,0
66,-0.182,5,2,WSH,MIL,0,5,5,5,2778.29,25400,110.30,1.303,49100,0,MIL@WSH,WSH,5,,0
67,-0.192,5,1,PIT,CHC,0,5,6,5,2659.49,25100,110.76,5.372,49100,0,CHC@PIT,PIT,5,,0
68,-0.207,4,4,WSH,MIL,0,4,4,4,2659.77,25000,115.15,3.344,49600,0,MIL@WSH,WSH,4,,0
69,-0.209,5,3,PIT,CHC,0,4,4,5,2622.38,24800,107.24,2.977,49100,0,CHC@PIT,PIT,5,,0
70,-0.211,5,1,PIT,CHC,0,6,6,5,2653.68,25000,115.58,6.670,49000,0,CHC@PIT,PIT,5,,0
71,-0.212,5,3,PIT,CHC,0,4,4,5,2590.46,24700,109.56,5.875,49500,0,CHC@PIT,PIT,5,,0
72,-0.219,5,2,PIT,CHC,0,4,5,5,2637.73,24600,108.53,5.437,49200,0,CHC@PIT,PIT,5,,0
73,-0.222,4,4,PIT,CHC,0,4,4,4,2552.57,24600,108.90,4.956,49800,0,CHC@PIT,PIT,4,,0
74,-0.234,5,2,PIT,CHC,0,5,5,5,2643.18,25400,107.49,6.387,49600,0,CHC@PIT,PIT,5,,0
75,-0.235,5,2,PIT,CHC,0,5,5,5,2666.55,25000,115.77,5.935,49500,0,CHC@PIT,PIT,5,,0
