rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
25,-0.588,5,2,NYY,HOU,0,5,5,5,2586.97,24600,111.38,7.517,49600,0,HOU@NYY,NYY,5,,0
26,-0.600,5,2,DET,CIN,0,5,5,5,2359.43,23700,111.11,8.376,49900,0,CIN@DET,DET,5,,0
27,-0.616,4,3,CLE,TOR,1,4,5,5,2936.07,26200,104.97,6.031,49500,0,CLE@TOR,CLE,4,TOR,1
28,-0.637,5,1,DET,CIN,0,5,5,5,2629.07,24700,108.03,6.793,49000,0,CIN@DET,DET,5,,0
29,-0.643,4,3,DET,CIN,0,4,5,4,2492.17,24900,109.21,8.130,49100,0,HOU@NYY,NYY,3,HOU,1
30,-0.643,4,4,NYY,HOU,0,4,4,4,2458.54,24900,110.52,8.382,49400,0,HOU@NYY,NYY,4,,0
31,-0.643,4,4,HOU,NYY,0,4,4,4,2446.00,24700,105.07,5.924,49100,0,HOU@NYY,HOU,4,,0
32,-0.655,5,1,DET,CIN,0,5,5,5,2615.34,25200,109.21,6.633,50000,0,CIN@DET,DET,5,,0
33,-0.666,5,2,NYY,HOU,0,5,5,5,2720.66,26000,108.41,6.257,49000,0,HOU@NYY,NYY,5,,0
34,-0.673,5,1,DET,CIN,0,4,5,5,2675.00,25000,108.58,7.133,49200,0,CIN@DET,DET,5,,0
35,-0.683,5,3,TEX,ATH,0,4,4,5,2768.47,26300,106.22,4.004,49600,0,ATH@TEX,TEX,5,,0
36,-0.686,5,2,DET,CIN,0,5,5,5,2670.75,25500,107.72,9.024,49100,0,CIN@DET,DET,5,,0
37,-0.697,4,4,ATH,TEX,0,4,4,4,2664.88,25200,107.44,4.155,49200,0,ATH@TEX,ATH,4,,0
38,-0.698,5,3,DET,CIN,0,4,4,5,2772.53,26300,107.15,5.264,49900,0,CIN@DET,DET,5,,0
39,-0.706,5,3,PHI,ATL,0,4,4,5,2455.22,24900,106.73,3.289,49700,0,ATL@PHI,PHI,5,,0
40,-0.712,5,2,NYY,HOU,0,5,5,5,2354.15,24400,109.65,6.836,49000,0,HOU@NYY,NYY,5,,0
41,-0.733,5,2,NYY,HOU,0,5,5,5,2282.30,23600,109.58,7.842,49100,0,HOU@NYY,NYY,5,,0
42,-0.737,5,3,DET,CIN,0,3,3,5,2723.67,25300,106.96,5.891,49400,0,CIN@DET,DET,5,,0
43,-0.740,4,2,NYY,HOU,1,5,6,5,2438.63,25000,105.98,4.448,49900,0,HOU@NYY,NYY,4,HOU,1
44,-0.742,5,2,NYY,HOU,0,5,5,5,2720.66,26000,108.02,5.927,49000,0,HOU@NYY,NYY,5,,0
45,-0.747,4,2,SEA,STL,0,6,6,4,2660.15,25100,108.81,6.678,49400,0,SEA@STL,SEA,4,,0
46,-0.751,5,1,SEA,STL,0,6,6,5,2871.39,26500,107.61,9.061,49100,0,SEA@STL,SEA,5,,0
47,-0.753,4,3,PHI,ATL,0,5,5,4,2561.33,24900,106.21,3.252,49400,0,ATL@PHI,PHI,4,,0
48,-0.753,5,2,DET,CIN,0,5,5,5,2514.28,24700,106.33,5.068,49200,0,CIN@DET,DET,5,,0
49,-0.772,5,3,DET,CIN,0,4,4,5,2615.03,24700,109.86,8.207,49600,0,CIN@DET,DET,5,,0
50,-0.774,5,3,DET,CIN,0,3,3,5,2764.42,25300,107.70,6.877,49000,0,CIN@DET,DET,5,,0
51,-0.784,5,2,DET,CIN,0,5,5,5,2779.59,26300,107.82,6.073,49300,0,CIN@DET,DET,5,,0
52,-0.785,5,3,TEX,ATH,0,4,4,5,2788.26,26300,105.71,4.038,49400,0,ATH@TEX,TEX,5,,0
53,-0.785,5,2,DET,CIN,0,4,4,5,2680.84,25300,105.61,5.884,49900,0,CIN@DET,DET,5,,0
54,-0.788,5,3,TEX,ATH,0,4,4,5,2367.47,23400,106.40,5.380,49100,0,ATH@TEX,TEX,5,,0
55,-0.793,5,3,DET,CIN,0,4,4,5,2743.79,26300,107.77,5.499,49600,0,CIN@DET,DET,5,,0
56,-0.796,5,3,SEA,STL,0,4,4,5,2876.61,26500,107.34,8.464,49100,0,SEA@STL,SEA,5,,0
57,-0.799,5,3,NYY,HOU,0,4,4,5,2571.07,24600,108.11,6.257,49400,0,HOU@NYY,NYY,5,,0
58,-0.803,5,3,MIN,TB,0,4,4,5,2450.31,24900,105.83,6.578,50000,0,MIN@TB,MIN,5,,0
59,-0.807,4,4,SEA,STL,0,4,4,4,2546.86,24900,107.30,11.200,49500,0,SEA@STL,SEA,4,,0
60,-0.808,4,2,NYY,HOU,1,4,6,5,2690.06,25300,106.81,7.964,49600,0,HOU@NYY,NYY,4,HOU,1
61,-0.811,5,2,DET,CIN,0,4,5,5,2762.99,26300,109.64,6.890,49700,0,CIN@DET,DET,5,,0
62,-0.827,5,2,DET,CIN,0,5,5,5,2515.17,24900,106.56,6.225,49700,0,CIN@DET,DET,5,,0
63,-0.830,5,2,DET,CIN,0,5,5,5,2407.99,23700,109.95,8.053,49400,0,CIN@DET,DET,5,,0
64,-0.831,4,3,CLE,TOR,1,4,5,5,2883.76,26100,103.94,4.201,49300,0,CLE@TOR,CLE,4,TOR,1
65,-0.832,5,3,DET,CIN,0,4,4,5,2740.15,26000,107.22,4.307,49400,0,CIN@DET,DET,5,,0
66,-0.845,4,1,TOR,CLE,1,6,7,5,2416.53,24600,106.97,5.969,49800,0,CLE@TOR,TOR,4,CLE,1
67,-0.850,5,3,DET,CIN,0,4,4,5,2675.54,25200,107.19,7.028,49500,0,CIN@DET,DET,5,,0
68,-0.859,5,2,DET,CIN,0,4,4,5,2693.05,25300,109.15,5.685,49500,0,CIN@DET,DET,5,,0
69,-0.872,4,3,DET,CIN,0,4,4,4,2429.42,24100,107.88,8.386,49300,0,CIN@DET,DET,4,,0
70,-0.887,5,3,CIN,DET,0,4,4,5,2380.34,24600,108.33,7.357,50000,0,CIN@DET,CIN,5,,0
71,-0.889,5,3,NYY,HOU,0,4,4,5,2506.79,24900,109.32,7.507,49000,0,HOU@NYY,NYY,5,,0
72,-0.890,4,4,SEA,STL,0,4,4,4,2621.07,24900,108.15,8.602,50000,0,SEA@STL,SEA,4,,0
73,-0.891,4,4,PHI,ATL,0,4,4,4,2504.10,24400,104.00,1.790,49500,0,ATL@PHI,PHI,4,,0
74,-0.891,5,3,DET,CIN,0,4,4,5,2680.09,24900,108.44,8.109,49100,0,CIN@DET,DET,5,,0
75,-0.901,5,3,NYY,HOU,0,4,4,5,2721.47,26100,109.83,8.010,49600,0,HOU@NYY,NYY,5,,0
