rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,0.451,4,1,DET,CIN,1,6,7,5,2789.43,26000,112.37,7.488,49100,0,CIN@DET,DET,4,CIN,1
2,0.071,5,2,TEX,ATH,0,4,4,5,2767.60,25300,107.56,5.262,49200,0,ATH@TEX,TEX,5,,0
3,-0.112,4,3,NYY,HOU,1,4,5,5,2589.77,24500,108.11,4.027,49100,0,HOU@NYY,NYY,4,HOU,1
4,-0.239,4,4,NYY,HOU,0,4,4,4,2665.41,25100,107.84,4.582,49600,0,HOU@NYY,NYY,4,,0
5,-0.273,5,2,TEX,ATH,0,4,4,5,2721.42,25200,105.84,5.239,49700,0,ATH@TEX,TEX,5,,0
6,-0.283,5,2,NYY,HOU,0,4,5,5,2765.14,26200,110.08,7.741,49000,0,HOU@NYY,NYY,5,,0
7,-0.312,4,3,HOU,NYY,0,4,5,4,2304.80,23400,104.52,5.250,49300,0,HOU@NYY,HOU,4,,0
8,-0.324,5,3,DET,CIN,0,4,4,5,2771.28,26000,108.56,4.383,50000,0,CIN@DET,DET,5,,0
9,-0.325,4,1,DET,CIN,1,5,6,5,2355.19,24100,109.45,8.578,49900,0,CIN@DET,DET,4,CIN,1
10,-0.327,4,2,HOU,NYY,0,5,5,4,2390.84,24500,104.43,5.010,49700,0,HOU@NYY,HOU,4,,0
11,-0.334,4,3,DET,CIN,0,4,4,4,2711.53,25300,107.91,5.534,49600,0,CIN@DET,DET,4,,0
12,-0.352,5,3,NYY,HOU,0,4,4,5,2581.09,24700,112.60,9.227,50000,0,HOU@NYY,NYY,5,,0
13,-0.386,5,3,DET,CIN,0,4,4,5,2873.95,26500,107.86,7.778,49800,0,CIN@DET,DET,5,,0
14,-0.418,5,2,TEX,ATH,0,4,4,5,2799.00,26000,105.05,3.423,49400,0,ATH@TEX,TEX,5,,0
15,-0.456,4,3,DET,CIN,0,5,5,4,2688.14,25000,109.43,8.180,49700,0,CIN@DET,DET,4,,0
16,-0.469,4,2,DET,CIN,1,4,5,5,2416.94,24100,106.85,7.174,49200,0,CIN@DET,DET,4,CIN,1
17,-0.494,5,1,DET,CIN,0,5,5,5,2828.94,26300,107.84,6.450,49900,0,CIN@DET,DET,5,,0
18,-0.512,4,1,DET,CIN,1,5,6,5,2755.16,25300,106.98,3.648,49100,0,CIN@DET,DET,4,CIN,1
19,-0.532,5,1,TEX,ATH,0,5,6,5,2715.22,26200,103.01,3.275,49600,0,ATH@TEX,TEX,5,,0
20,-0.543,5,3,DET,CIN,0,4,4,5,2675.54,25200,108.73,7.268,49500,0,CIN@DET,DET,5,,0
21,-0.554,5,3,NYY,HOU,0,4,4,5,2697.11,26000,108.96,5.934,49600,0,HOU@NYY,NYY,5,,0
22,-0.566,5,2,DET,CIN,0,5,5,5,2858.48,26300,108.03,6.970,49100,0,CIN@DET,DET,5,,0
23,-0.569,4,3,PHI,ATL,0,5,5,4,2472.35,24000,105.59,2.587,49500,0,ATL@PHI,PHI,4,,0
24,-0.580,5,2,NYY,HOU,0,5,5,5,2646.15,25100,108.12,5.633,49700,0,HOU@NYY,NYY,5,,0
