rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
1,1.355,4,2,SD,LAA,1,4,5,5,2369.30,24500,105.10,7.568,49800,0,LAA@SD,SD,4,LAA,1
2,1.014,4,3,LAD,COL,0,3,4,5,2224.97,23600,105.00,13.803,49500,0,LAA@SD,LAA,3,SD,1
3,0.965,4,3,SD,LAA,1,3,4,5,2059.03,22700,106.92,17.638,49800,0,LAA@SD,SD,4,LAA,1
4,0.920,5,3,TOR,ARI,0,4,4,5,2488.15,24900,107.74,15.581,49900,0,ARI@TOR,TOR,5,,0
5,0.842,5,3,TOR,ARI,0,4,4,5,2481.21,24900,107.36,15.810,49600,0,ARI@TOR,TOR,5,,0
6,0.787,5,3,STL,HOU,0,4,4,5,2408.73,24900,106.55,11.002,50000,0,HOU@STL,STL,5,,0
7,0.729,4,3,LAA,SD,1,3,4,5,2106.77,22300,106.29,13.892,49500,0,LAA@SD,LAA,4,SD,1
8,0.729,4,3,LAA,SD,1,3,4,5,2086.17,22300,104.00,12.633,49700,0,LAA@SD,LAA,4,SD,1
9,0.661,4,3,STL,HOU,1,4,5,5,2380.25,23600,102.31,11.117,49800,0,HOU@STL,STL,4,HOU,1
10,0.658,4,3,TOR,ARI,0,4,4,4,2420.76,24900,106.06,11.357,49700,0,ARI@TOR,TOR,4,,0
11,0.642,5,2,SD,LAA,0,5,5,5,2369.83,24500,103.63,8.522,49700,0,LAA@SD,SD,5,,0
12,0.504,4,3,TOR,ARI,0,4,4,4,2429.51,24900,105.29,10.989,49500,0,ARI@TOR,TOR,4,,0
13,0.443,4,4,TOR,ARI,0,4,4,4,2452.43,24500,105.16,15.380,49600,0,ARI@TOR,TOR,4,,0
14,0.441,5,3,STL,HOU,0,4,4,5,2249.98,23000,105.87,11.894,49600,0,HOU@STL,STL,5,,0
15,0.429,4,2,LAA,SD,1,4,5,5,2132.63,22700,103.29,12.212,49300,0,LAA@SD,LAA,4,SD,1
16,0.387,4,2,TOR,ARI,0,4,5,4,2241.87,23600,107.80,15.274,50000,0,ARI@TOR,TOR,4,,0
17,0.367,5,2,STL,HOU,0,5,5,5,2406.84,24900,104.70,11.511,49900,0,HOU@STL,STL,5,,0
