rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,dominantGame,dominantA,cntA,dominantB,cntB
18,0.352,5,2,TOR,ARI,0,5,5,5,2654.13,24900,106.65,14.304,49400,0,ARI@TOR,TOR,5,,0
19,0.320,4,2,HOU,STL,1,5,6,5,2207.92,23600,99.87,7.860,49900,0,HOU@STL,HOU,4,STL,1
20,0.316,5,2,LAA,SD,0,5,5,5,2324.65,24700,103.88,13.079,50000,0,LAA@SD,LAA,5,,0
21,0.314,4,1,SD,LAA,1,5,7,5,2521.69,24600,101.82,10.648,48900,0,LAA@SD,SD,4,LAA,1
22,0.280,5,3,STL,HOU,0,4,4,5,2352.13,23600,104.15,10.558,49500,0,HOU@STL,STL,5,,0
23,0.278,4,2,TOR,ARI,1,4,5,5,2270.44,23000,104.73,13.765,48900,0,ARI@TOR,TOR,4,ARI,1
24,0.265,4,3,STL,HOU,0,5,5,4,2366.85,24500,105.20,10.278,50000,0,HOU@STL,STL,4,,0
25,0.246,4,4,TOR,ARI,0,4,4,4,2355.76,23000,103.87,16.243,48200,0,ARI@TOR,TOR,4,,0
26,0.244,4,3,STL,HOU,0,4,4,4,2347.53,23600,102.31,7.512,49900,0,HOU@STL,STL,4,,0
27,0.242,4,1,SD,LAA,1,4,6,5,2404.77,24000,102.82,9.634,48900,0,LAA@SD,SD,4,LAA,1
28,0.240,4,2,SD,LAA,0,5,6,4,2402.58,24500,104.12,6.684,48400,0,LAA@SD,SD,4,,0
29,0.236,4,3,SD,LAA,0,4,4,4,2064.85,22700,105.18,9.365,49800,0,LAA@SD,SD,4,,0
30,0.230,5,2,TOR,ARI,0,5,5,5,2325.10,24900,104.99,10.655,49700,0,ARI@TOR,TOR,5,,0
31,0.222,4,3,LAA,SD,0,5,5,4,2358.83,24500,104.76,14.213,49300,0,LAA@SD,LAA,4,,0
32,0.213,4,4,TOR,ARI,0,4,4,4,2310.09,23600,102.45,11.905,49500,0,ARI@TOR,TOR,4,,0
33,0.194,4,3,LAA,SD,1,4,5,5,2114.83,23500,105.96,15.103,49500,0,LAA@SD,LAA,4,SD,1
34,0.189,4,1,SD,LAA,1,5,6,5,2110.07,23600,104.18,14.830,49600,0,LAA@SD,SD,4,LAA,1
35,0.186,4,3,TOR,ARI,1,4,5,5,2407.49,25100,102.90,11.140,49000,0,ARI@TOR,TOR,4,ARI,1
36,0.185,5,3,TOR,ARI,0,4,4,5,2313.46,23000,104.91,15.555,48700,0,ARI@TOR,TOR,5,,0
37,0.176,4,3,LAA,SD,1,4,5,5,2140.12,23300,101.82,14.386,49700,0,LAA@SD,LAA,4,SD,1
38,0.144,5,2,SD,LAA,0,5,5,5,2403.41,24000,100.09,4.545,49600,0,LAA@SD,SD,5,,0
39,0.129,5,3,STL,HOU,0,4,4,5,2237.16,23000,104.10,10.825,49100,0,HOU@STL,STL,5,,0
40,0.123,4,2,SD,LAA,1,5,6,5,2191.89,23100,100.11,7.568,48400,0,LAA@SD,SD,4,LAA,1
41,0.111,5,2,TOR,ARI,0,5,5,5,2361.02,24900,105.76,11.396,49400,0,ARI@TOR,TOR,5,,0
42,0.109,4,2,SD,LAA,2,4,5,6,2354.91,24500,106.99,8.363,49800,0,LAA@SD,SD,4,LAA,2
43,0.109,5,2,LAA,SD,0,5,5,5,2435.75,24900,105.80,11.824,49100,0,LAA@SD,LAA,5,,0
44,0.093,4,4,STL,HOU,0,3,3,5,2147.09,22700,105.17,13.454,50000,0,HOU@STL,STL,4,,0
45,0.091,4,3,STL,HOU,0,5,5,4,2666.91,25300,104.55,13.994,49400,0,HOU@STL,STL,4,,0
46,0.056,4,1,SD,LAA,1,4,6,5,2536.45,25500,101.81,6.222,49800,0,LAA@SD,SD,4,LAA,1
47,0.051,5,3,TOR,ARI,0,4,4,5,2138.60,23000,104.96,11.439,49800,0,ARI@TOR,TOR,5,,0
48,0.041,4,3,SD,LAA,0,5,5,4,2241.63,24000,103.40,7.135,49900,0,LAA@SD,SD,4,,0
49,0.037,4,2,SD,LAA,0,5,6,4,2594.24,25500,101.06,9.425,49300,0,LAA@SD,SD,4,,0
50,0.026,5,3,TOR,ARI,0,4,4,5,2453.75,24900,105.64,12.017,49100,0,ARI@TOR,TOR,5,,0
51,0.019,4,2,TOR,ARI,1,4,5,5,2544.58,24000,104.62,15.057,49900,0,ARI@TOR,TOR,4,ARI,1
52,0.014,4,3,SD,LAA,0,4,4,4,2010.87,22700,103.20,7.259,49800,0,LAA@SD,SD,4,,0
53,0.009,5,3,TOR,ARI,0,4,4,5,2686.56,25300,102.55,14.304,49200,0,ARI@TOR,TOR,5,,0
54,0.005,4,3,COL,LAD,1,4,5,5,2257.96,24200,96.56,3.240,49600,0,COL@LAD,COL,4,LAD,1
55,0.002,4,2,LAA,SD,0,5,5,4,1970.81,22700,104.15,12.627,49700,0,LAA@SD,LAA,4,,0
56,-0.001,4,2,HOU,STL,0,5,6,4,2460.89,24500,99.53,5.280,49000,0,HOU@STL,HOU,4,,0
57,-0.002,4,3,COL,LAD,0,5,5,4,2284.82,24200,99.22,4.391,49400,0,COL@LAD,COL,4,,0
58,-0.008,5,3,TOR,ARI,0,4,4,5,2398.25,24500,106.39,13.654,49800,0,ARI@TOR,TOR,5,,0
59,-0.012,4,1,HOU,STL,1,5,7,5,2256.30,23600,98.20,7.670,49100,0,HOU@STL,HOU,4,STL,1
60,-0.014,4,4,SD,LAA,0,4,4,4,2071.23,22600,100.93,9.751,50000,0,LAA@SD,SD,4,,0
61,-0.017,4,3,TOR,ARI,0,4,4,4,2419.42,24900,102.68,10.908,49800,0,ARI@TOR,TOR,4,,0
62,-0.017,4,2,SD,LAA,1,4,6,5,2492.39,24400,100.27,11.265,49000,0,LAA@SD,SD,4,LAA,1
63,-0.032,5,3,STL,HOU,0,4,4,5,2339.66,23600,102.38,9.609,49000,0,HOU@STL,STL,5,,0
64,-0.037,4,2,LAA,SD,0,5,5,4,2358.05,24500,106.27,12.352,49400,0,LAA@SD,LAA,4,,0
65,-0.041,4,2,LAA,SD,0,4,5,4,2415.04,24000,105.56,15.690,49400,0,LAA@SD,LAA,4,,0
66,-0.042,4,3,LAA,SD,0,4,5,4,2391.99,23700,104.65,14.241,48800,0,ARI@TOR,TOR,3,ARI,1
67,-0.045,5,2,COL,LAD,0,4,5,5,2119.46,23400,97.31,1.878,49700,0,COL@LAD,COL,5,,0
68,-0.048,5,3,SD,LAA,0,4,4,5,2345.55,24000,101.00,3.880,48800,0,LAA@SD,SD,5,,0
69,-0.048,4,1,STL,HOU,1,5,6,5,2141.12,23600,104.93,11.687,49600,0,HOU@STL,STL,4,HOU,1
70,-0.049,5,2,COL,LAD,0,5,5,5,2116.51,23400,97.18,3.031,49800,0,COL@LAD,COL,5,,0
71,-0.058,5,1,LAA,SD,0,5,6,5,2214.95,24200,103.50,10.295,50000,0,LAA@SD,LAA,5,,0
72,-0.058,5,3,TOR,ARI,0,3,3,5,2275.08,23200,102.91,12.416,49000,0,ARI@TOR,TOR,5,,0
73,-0.061,5,3,TOR,ARI,0,4,4,5,2221.62,22800,105.45,15.067,49200,0,ARI@TOR,TOR,5,,0
74,-0.067,4,3,SD,LAA,0,4,4,4,2438.63,24200,101.15,7.632,49100,0,LAA@SD,SD,4,,0
75,-0.073,4,2,TOR,ARI,0,5,6,4,2668.26,25500,103.28,15.528,49200,0,ARI@TOR,TOR,4,,0
