P,P,C,1B,2B,3B,SS,OF,OF,OF
42664895,42664892,42664942,42664912,42665209,42665028,42665147,42664915,42665122,42665155
42664895,42664892,42665196,42664912,42665073,42665209,42665147,42664916,42664915,42665155
42664895,42664892,42665196,42664924,42665209,42665028,42665147,42664912,42664915,42665155
42664895,42664893,42664942,42664912,42665209,42664989,42665147,42664915,42665122,42665155
42664898,42664892,42664942,42664912,42665209,42665028,42665147,42664915,42665024,42665155
42664895,42664892,42665196,42664912,42665209,42665028,42664982,42665006,42664914,42665155
42664895,42664892,42664942,42664924,42665209,42665028,42664982,42664912,42665155,42665147
42664895,42664892,42665196,42664975,42665209,42664940,42665147,42664912,42664915,42665122
42664895,42664892,42665196,42664924,42665073,42665028,42665147,42664912,42664928,42665155
42664894,42664892,42664942,42664912,42665209,42665028,42665147,42664914,42665155,42665122
42664898,42664892,42664942,42664924,42665209,42665028,42665147,42664912,42665122,42665024
42664895,42664892,42665196,42664912,42665073,42665028,42665147,42664976,42664915,42665122
42664895,42664892,42664942,42664975,42665209,42665028,42665147,42664912,42664932,42665155
42664892,42664893,42665196,42664975,42664935,42664940,42665147,42664912,42665155,42665122
42664895,42664893,42665196,42664924,42665209,42664940,42665147,42664912,42664928,42665122
42664895,42664893,42665196,42664924,42665209,42664940,42665147,42664912,42664928,42665155
42664895,42664892,42665196,42664912,42665073,42665209,42664982,42664932,42664928,42665155
42664895,42664892,42665196,42664912,42665209,42665028,42664982,42664932,42664928,42665155
42664895,42664892,42665196,42664912,42665209,42665028,42664982,42664932,42664928,42665147
42664895,42664892,42665196,42664912,42665073,42665209,42664982,42664932,42664928,42665147
42664895,42664893,42664942,42664912,42664987,42665209,42665147,42664915,42665122,42665155
42664895,42664892,42665196,42664912,42665209,42664949,42664982,42664915,42665122,42665147
42664895,42664892,42665196,42664912,42665057,42664940,42664982,42664932,42665147,42665155
42664895,42664893,42665196,42664924,42665073,42665209,42665057,42664912,42664915,42665147
42664895,42664892,42665196,42664924,42665209,42664940,42664982,42664932,42664928,42665147
42664895,42664892,42665196,42664975,42665057,42665028,42665147,42664912,42664915,42665155
42664894,42664892,42665196,42664912,42665073,42665209,42664926,42664916,42665122,42665147
42664898,42664892,42664942,42664912,42665209,42665028,42665147,42665035,42664915,42665155
42664895,42664892,42664942,42664975,42665209,42665028,42665147,42664915,42664928,42665122
42664895,42664892,42664942,42664975,42665209,42665028,42665147,42664928,42664915,42665155
42664898,42664892,42664942,42664924,42665209,42665028,42664982,42664912,42665155,42665122
42664898,42664892,42664942,42664924,42665209,42665028,42664982,42664912,42665147,42665122
42664895,42664893,42665196,42664975,42665209,42664940,42665083,42664915,42664912,42665155
42664895,42664892,42664942,42664975,42665156,42665209,42665147,42664916,42664915,42665122
42664896,42664892,42664942,42664924,42665031,42665209,42665013,42664915,42665024,42665168
42664893,42664892,42664942,42664975,42665209,42665028,42665147,42664932,42664915,42665155
42664895,42664893,42664942,42664912,42665209,42665028,42664982,42664928,42665155,42665147
42664895,42664893,42665196,42664924,42665073,42665209,42664982,42664928,42664912,42665147
42664895,42664892,42664942,42664975,42665073,42665028,42665057,42664912,42665147,42665122
42664898,42664892,42664942,42664975,42665209,42665028,42665147,42664928,42664912,42665122
42664895,42664892,42665159,42664912,42665156,42665100,42664972,42664916,42665007,42665128
42664895,42664892,42664942,42664964,42665209,42665028,42664982,42664928,42665155,42664943
42664898,42664892,42664942,42664927,42665073,42665209,42665147,42664928,42664915,42665155
42664895,42664892,42664942,42664975,42665209,42664940,42664982,42664915,42665122,42665147
42664895,42664892,42665196,42664975,42665073,42665209,42665147,42664955,42664914,42664915
42664895,42664892,42665196,42664912,42664981,42665209,42664982,42664915,42665155,42665076
42664895,42664892,42665196,42664912,42664981,42665209,42664982,42664915,42665147,42665076
42664895,42664892,42665196,42664975,42665073,42664958,42665147,42664912,42664921,42665155
42664898,42664892,42665014,42664912,42665209,42665028,42664982,42664915,42665155,42665122
42664896,42664892,42665196,42664912,42665209,42665028,42664982,42664915,42664973,42665155
42664895,42664892,42664942,42664924,42665209,42665028,42664982,42665122,42664917,42665155
42664895,42664893,42664942,42664975,42665209,42665028,42665147,42664912,42664932,42665155
42664895,42664893,42665196,42664924,42665073,42664940,42664982,42664912,42665147,42665155
42664895,42664893,42665196,42664924,42665073,42664940,42664982,42664912,42665147,42665122
42664895,42664892,42665196,42664975,42664935,42665028,42665105,42664914,42664976,42665122
42664895,42664893,42665196,42664924,42665209,42665028,42664982,42664932,42664912,42665155
42664894,42664892,42665196,42664912,42665209,42665028,42664982,42664973,42664921,42665155
42664895,42664893,42665159,42665156,42665128,42664940,42665105,42664914,42664912,42665041
42664895,42664892,42665196,42664975,42665073,42664940,42665147,42664928,42664915,42665122
42664898,42664892,42664942,42664975,42665209,42665028,42665147,42664932,42664912,42665122
42664895,42664892,42665118,42664912,42664981,42665044,42665105,42665006,42664947,42665122
42664895,42664893,42664942,42664924,42665156,42664977,42665083,42664915,42665041,42665192
42664895,42664894,42664942,42664912,42665209,42665028,42665147,42664928,42664973,42665155
42664895,42664892,42665196,42664975,42665012,42665028,42664926,42664912,42665122,42665147
42664894,42664893,42665196,42664924,42665209,42665028,42665147,42664912,42664915,42665155
42664895,42664893,42665196,42664975,42665073,42664940,42665147,42664912,42664928,42665122
