P,P,C,1B,2B,3B,SS,OF,OF,OF
42967324,42967319,42967427,42967429,42967395,42967410,42967465,42967361,42967381,42967371
42967317,42967992,42967427,42967355,42967362,42967378,42967424,42967361,42967381,42967349
42967324,42967319,42967415,42967355,42967535,42967410,42967424,42967381,42967368,42967361
42967316,42967319,42967466,42967449,42967414,42967410,42967424,42967368,42967371,42967457
42967316,42967317,42967466,42967467,42967395,42967410,42967436,42967454,42967423,42967368
42967316,42967319,42967515,42967449,42967362,42967460,42967424,42967454,42967361,42967381
42967326,42967317,42967408,42967461,42967362,42967410,42967424,42967361,42967432,42967381
42967316,42967318,42967433,42967449,42967464,42967410,42967451,42967361,42967381,42967469
42967326,42967319,42967433,42967429,42967362,42967410,42967424,42967381,42967361,42967371
42967317,42967992,42967427,42967345,42967362,42967410,42967339,42967361,42967432,42967437
42967325,42967319,42967427,42967449,42967464,42967343,42967424,42967361,42967368,42967420
42967326,42967319,42967427,42967449,42967359,42967410,42967409,42967381,42967361,42967398
42967316,42967992,42967403,42967449,42967395,42967410,42967424,42967358,42967335,42967361
42967316,42967318,42967466,42967461,42967362,42967410,42967424,42967361,42967457,42967469
42967316,42967318,42967466,42967397,42967362,42967410,42967424,42967368,42967455,42967543
42967317,42967319,42967466,42967449,42967362,42967410,42967424,42967437,42967392,42967371
42967316,42967324,42967466,42967449,42967357,42967410,42967436,42967454,42967368,42967361
42967316,42967319,42967466,42967449,42967362,42967561,42967436,42967454,42967358,42967361
42967316,42967319,42967427,42967449,42967476,42967410,42967339,42967432,42967381,42967574
42967318,42967317,42967427,42967449,42967395,42967561,42967465,42967361,42967368,42967381
42967316,42967319,42967427,42967478,42967362,42967460,42967424,42967432,42967437,42967368
42967318,42967317,42967497,42967449,42967395,42967410,42967424,42967368,42967381,42967455
42967318,42967317,42967427,42967467,42967362,42967410,42967424,42967381,42967399,42967479
42967317,42967319,42967536,42967449,42967395,42967410,42967436,42967454,42967381,42967349
42967316,42967317,42967466,42967449,42967489,42967410,42967498,42967361,42967368,42967385
42967318,42967319,42967466,42967429,42967362,42967410,42967465,42967423,42967361,42967399
42967317,42967319,42967466,42967397,42967362,42967410,42967424,42967358,42967385,42967574
