P,P,C,1B,2B,3B,SS,OF,OF,OF
42971386,42971415,42971519,42971367,42971401,42971289,42971521,42971435,42971393,42971441
42971386,42971415,42971298,42971547,42971401,42971360,42971328,42971285,42971416,42971441
42971386,42971415,42971519,42971346,42971401,42971320,42971297,42971441,42971406,42971501
42971386,42971415,42971394,42971367,42971359,42971289,42971325,42971381,42971441,42971401
42971386,42971415,42971298,42971367,42971401,42971289,42971328,42971285,42971435,42971381
42971386,42971415,42971519,42971478,42971359,42971289,42971521,42971353,42971401,42971501
42971386,42971415,42971519,42971354,42971522,42971289,42971297,42971441,42971353,42971501
42971386,42971415,42971298,42971547,42971401,42971289,42971297,42971441,42971381,42971353
42971386,42971415,42971279,42971547,42971401,42971320,42971521,42971317,42971381,42971441
42971386,42971415,42971279,42971346,42971401,42971289,42971297,42971501,42971353,42971417
42971386,42971415,42971394,42971354,42971401,42971289,42971328,42971441,42971501,42971417
42971386,42971415,42971279,42971354,42971401,42971362,42971297,42971381,42971441,42971501
42971386,42971415,42971394,42971367,42971401,42971360,42971297,42971381,42971501,42971353
42971386,42971415,42971298,42971367,42971401,42971360,42971521,42971416,42971393,42971381
42971386,42971415,42971394,42971367,42971359,42971320,42971521,42971441,42971501,42971353
42971386,42971415,42971298,42971367,42971359,42971320,42971297,42971285,42971501,42971401
42971383,42971386,42971530,42971367,42971401,42971362,42971297,42971441,42971381,42971435
42971386,42971415,42971394,42971478,42971401,42971320,42971328,42971416,42971353,42971501
42971386,42971415,42971279,42971354,42971401,42971289,42971328,42971285,42971320,42971353
42971383,42971386,42971298,42971367,42971522,42971289,42971328,42971441,42971401,42971501
42971386,42971415,42971394,42971478,42971345,42971289,42971297,42971406,42971401,42971501
42971386,42971383,42971364,42971367,42971356,42971320,42971297,42971441,42971401,42971501
42971386,42971415,42971298,42971367,42971401,42971362,42971328,42971317,42971441,42971353
42971386,42971415,42971298,42971367,42971345,42971289,42971521,42971441,42971435,42971381
42971386,42971415,42971279,42971547,42971401,42971360,42971328,42971285,42971381,42971353
42971386,42971415,42971394,42971478,42971359,42971289,42971328,42971441,42971353,42971501
42971386,42971415,42971298,42971346,42971345,42971289,42971297,42971441,42971501,42971353
42971386,42971415,42971298,42971367,42971401,42971289,42971297,42971441,42971435,42971501
42971386,42971415,42971394,42971478,42971401,42971320,42971297,42971441,42971501,42971417
42971386,42971415,42971279,42971367,42971401,42971320,42971297,42971441,42971353,42971501
42971386,42971415,42971519,42971478,42971401,42971289,42971325,42971441,42971475,42971406
42971386,42971415,42971298,42971547,42971522,42971362,42971521,42971285,42971441,42971475
42971386,42971415,42971519,42971367,42971345,42971289,42971325,42971285,42971417,42971475
42971386,42971415,42971519,42971545,42971329,42971360,42971521,42971285,42971393,42971441
42971386,42971415,42971298,42971346,42971522,42971362,42971328,42971416,42971285,42971393
42971386,42971415,42971298,42971478,42971522,42971360,42971521,42971381,42971441,42971406
42971383,42971386,42971530,42971346,42971522,42971362,42971325,42971381,42971441,42971393
42971386,42971415,42971298,42971346,42971345,42971289,42971325,42971381,42971417,42971406
42971386,42971415,42971519,42971346,42971345,42971360,42971521,42971416,42971441,42971417
42971386,42971383,42971519,42971346,42971401,42971289,42971328,42971441,42971417,42971475
42971386,42971415,42971519,42971478,42971345,42971320,42971521,42971285,42971393,42971417
42971386,42971415,42971279,42971545,42971522,42971360,42971325,42971285,42971416,42971391
42971386,42971415,42971279,42971346,42971522,42971362,42971521,42971416,42971317,42971441
42971386,42971415,42971519,42971354,42971345,42971320,42971325,42971441,42971381,42971417
42971386,42971415,42971519,42971545,42971345,42971320,42971325,42971285,42971353,42971401
42971386,42971415,42971298,42971545,42971401,42971362,42971325,42971441,42971381,42971417
42971386,42971415,42971519,42971547,42971522,42971360,42971521,42971285,42971416,42971381
42971386,42971415,42971279,42971346,42971401,42971360,42971521,42971391,42971285,42971417
42971386,42971415,42971519,42971478,42971329,42971362,42971521,42971285,42971475,42971406
42971386,42971415,42971279,42971367,42971522,42971362,42971521,42971285,42971381,42971393
42971386,42971415,42971519,42971545,42971345,42971289,42971325,42971317,42971416,42971406
42971386,42971415,42971519,42971346,42971522,42971360,42971325,42971416,42971475,42971406
42971386,42971415,42971519,42971478,42971522,42971362,42971328,42971441,42971381,42971501
